,zip_code, !!Total:, !!Total:!!Urban, !!Total:!!Rural
14875,45144,3912,0,3912
14876,45146,1400,0,1400
14877,45147,106,79,27
14878,45148,1539,0,1539
14879,45150,33735,31953,1782
14880,45152,13617,7993,5624
14881,45153,1826,0,1826
14882,45154,9439,0,9439
14883,45155,385,0,385
14884,45156,63,0,63
14885,45157,9705,67,9638
14886,45158,774,0,774
14887,45159,3524,0,3524
14888,45160,627,0,627
14889,45162,2730,0,2730
14890,45164,233,0,233
14891,45166,83,0,83
14892,45167,3441,97,3344
14893,45168,1345,0,1345
14894,45169,4686,0,4686
14895,45171,6174,0,6174
14896,45172,116,0,116
14897,45174,2359,2359,0
14898,45176,9100,0,9100
14899,45177,22349,12546,9803
14900,45202,16883,16883,0
14901,45203,2365,2365,0
14902,45204,5818,5818,0
14903,45205,19517,19517,0
14904,45206,10670,10670,0
14905,45207,7484,7484,0
14906,45208,18969,18969,0
14907,45209,10708,10708,0
14908,45211,37868,37868,0
14909,45212,21885,21885,0
14910,45213,12052,12052,0
14911,45214,8901,8901,0
14912,45215,30993,30993,0
14913,45216,9667,9667,0
14914,45217,6177,6177,0
14915,45218,3957,3957,0
14916,45219,20644,20644,0
14917,45220,15466,15466,0
14918,45223,13174,13174,0
14919,45224,20214,20214,0
14920,45225,8006,8006,0
14921,45226,5687,5673,14
14922,45227,18427,18412,15
14923,45229,12540,12540,0
14924,45230,27718,27636,82
14925,45231,41934,41934,0
14926,45232,7109,7109,0
14927,45233,15596,15596,0
14928,45236,24223,24223,0
14929,45237,21029,21029,0
14930,45238,46864,46864,0
14931,45239,28499,28499,0
14932,45240,28820,28820,0
14933,45241,24380,24380,0
14934,45242,23214,22585,629
14935,45243,15894,13637,2257
14936,45244,28936,28340,596
14937,45245,20249,19432,817
14938,45246,15249,15249,0
14939,45247,23293,22126,1167
14940,45248,25181,25181,0
14941,45249,14005,13998,7
14942,45251,22073,21435,638
14943,45252,4548,2211,2337
14944,45255,22069,21661,408
14945,45267,0,0,0
14946,45301,135,135,0
14947,45302,4313,0,4313
14948,45303,2215,0,2215
14949,45304,7532,0,7532
14950,45305,11470,9659,1811
14951,45306,2192,0,2192
14952,45307,269,0,269
14953,45308,4488,0,4488
14954,45309,12050,6389,5661
14955,45310,272,0,272
14956,45311,5723,0,5723
14957,45312,1416,0,1416
14958,45314,6261,0,6261
14959,45315,4818,4067,751
14960,45316,115,0,115
14961,45317,1018,0,1018
14962,45318,5438,0,5438
14963,45319,287,0,287
14964,45320,15530,8067,7463
14965,45321,859,0,859
14966,45322,21185,19931,1254
14967,45323,5123,4822,301
14968,45324,40449,39319,1130
14969,45325,2558,0,2558
14970,45326,1170,0,1170
14971,45327,9388,5577,3811
14972,45328,471,0,471
14973,45330,830,0,830
14974,45331,22213,12983,9230
14975,45332,634,0,634
14976,45333,1389,0,1389
14977,45334,2041,0,2041
14978,45335,7062,0,7062
14979,45336,100,0,100
14980,45337,1519,0,1519
14981,45338,4950,0,4950
14982,45339,1169,0,1169
14983,45340,850,0,850
14984,45341,3741,3335,406
14985,45342,37508,34459,3049
14986,45344,17042,9817,7225
14987,45345,5951,0,5951
14988,45346,2085,0,2085
14989,45347,4264,1667,2597
14990,45348,968,0,968
14991,45349,313,0,313
14992,45350,78,0,78
14993,45351,284,0,284
14994,45352,183,0,183
14995,45353,150,0,150
14996,45354,572,0,572
14997,45356,25106,20890,4216
14998,45358,361,0,361
14999,45359,1996,0,1996
15000,45360,300,0,300
15001,45361,225,0,225
15002,45362,1086,0,1086
15003,45363,1853,0,1853
15004,45365,29277,20734,8543
15005,45368,4817,0,4817
15006,45369,3576,0,3576
15007,45370,2379,37,2342
15008,45371,23205,18203,5002
15009,45372,352,0,352
15010,45373,36863,31773,5090
15011,45377,15070,13811,1259
15012,45378,402,0,402
15013,45380,5573,0,5573
15014,45381,5424,0,5424
15015,45382,1179,0,1179
15016,45383,6885,4646,2239
15017,45384,2258,0,2258
15018,45385,39446,29357,10089
15019,45387,5326,0,5326
15020,45388,878,0,878
15021,45389,503,0,503
15022,45390,3269,1684,1585
15023,45402,10735,10735,0
15024,45403,15130,15130,0
15025,45404,10730,10730,0
15026,45405,18124,18124,0
15027,45406,20622,20622,0
15028,45409,12392,12392,0
15029,45410,15758,15758,0
15030,45414,20693,20180,513
15031,45415,12811,12811,0
15032,45416,5612,5612,0
15033,45417,28079,25527,2552
15034,45419,16236,16236,0
15035,45420,25045,25045,0
15036,45423,4,4,0
15037,45424,50920,48946,1974
15038,45426,14391,13538,853
15039,45428,303,303,0
15040,45429,26514,26514,0
15041,45430,7637,7637,0
15042,45431,26660,26660,0
15043,45432,15105,15105,0
15044,45433,1567,1567,0
15045,45434,12628,12186,442
15046,45435,124,124,0
15047,45439,11726,11560,166
15048,45440,22676,22320,356
15049,45449,18976,18976,0
15050,45458,36474,36085,389
15051,45459,28344,28344,0
15052,45469,219,219,0
15053,45501,0,0,0
15054,45502,16767,3209,13558
15055,45503,32870,32544,326
15056,45504,17343,15730,1613
15057,45505,19708,18877,831
15058,45506,13330,11756,1574
15059,45601,56849,31727,25122
15060,45612,5059,0,5059
15061,45613,3542,0,3542
15062,45614,4800,666,4134
15063,45616,1187,0,1187
15064,45617,76,0,76
15065,45618,29,0,29
15066,45619,7348,3086,4262
15067,45620,875,118,757
15068,45621,403,0,403
15069,45622,485,0,485
15070,45623,3235,0,3235
15071,45624,22,0,22
15072,45628,5429,0,5429
15073,45629,3220,1456,1764
15074,45630,222,0,222
15075,45631,14200,4953,9247
15076,45634,1893,727,1166
15077,45636,150,17,133
15078,45638,20114,13147,6967
15079,45640,15896,6958,8938
15080,45642,35,0,35
15081,45644,4316,0,4316
15082,45645,2750,0,2750
15083,45646,363,0,363
15084,45647,2410,0,2410
15085,45648,11211,0,11211
15086,45650,348,0,348
15087,45651,5691,0,5691
15088,45652,3131,0,3131
15089,45653,3907,0,3907
15090,45654,833,0,833
15091,45656,6532,0,6532
15092,45657,2504,0,2504
15093,45658,2538,0,2538
15094,45659,2623,0,2623
15095,45660,8011,0,8011
15096,45661,7014,0,7014
15097,45662,27718,22387,5331
15098,45663,6343,2273,4070
15099,45669,10223,7249,2974
15100,45671,391,0,391
15101,45672,1679,0,1679
15102,45673,398,0,398
15103,45674,686,0,686
15104,45677,73,0,73
15105,45678,1140,0,1140
15106,45679,3097,0,3097
15107,45680,12326,8504,3822
15108,45681,1589,0,1589
15109,45682,1998,0,1998
15110,45684,1838,0,1838
15111,45685,1040,0,1040
15112,45686,3379,0,3379
15113,45688,403,0,403
15114,45690,13527,4969,8558
15115,45692,8460,4719,3741
15116,45693,8797,0,8797
15117,45694,11783,6804,4979
15118,45695,587,0,587
15119,45696,1253,0,1253
15120,45697,4828,0,4828
15121,45698,262,0,262
15122,45699,1236,0,1236
15123,45701,33705,24191,9514
15124,45710,5547,0,5547
15125,45711,1065,0,1065
15126,45714,10149,7063,3086
15127,45715,2412,0,2412
15128,45716,490,490,0
15129,45719,964,0,964
15130,45720,12,0,12
15131,45721,41,0,41
15132,45723,3552,0,3552
15133,45724,1785,0,1785
15134,45727,478,0,478
15135,45729,1460,0,1460
15136,45732,4524,0,4524
15137,45734,409,0,409
15138,45735,1619,0,1619
15139,45739,160,0,160
15140,45740,406,0,406
15141,45741,809,0,809
15142,45742,3018,0,3018
15143,45743,1383,0,1383
15144,45744,2656,0,2656
15145,45745,1104,0,1104
15146,45746,348,0,348
15147,45750,26327,17839,8488
15148,45760,3309,1937,1372
15149,45761,1558,0,1558
15150,45764,7859,4219,3640
15151,45766,1313,0,1313
15152,45767,2314,0,2314
15153,45768,1599,0,1599
15154,45769,5952,722,5230
15155,45770,567,0,567
15156,45771,3408,0,3408
15157,45772,1697,0,1697
15158,45773,305,0,305
15159,45775,1361,0,1361
15160,45776,730,0,730
15161,45778,834,0,834
15162,45779,780,0,780
15163,45780,3328,3164,164
15164,45782,313,0,313
15165,45783,181,0,181
15166,45784,3313,0,3313
15167,45786,3160,0,3160
15168,45788,961,0,961
15169,45789,188,0,188
15170,45801,22819,18330,4489
15171,45804,14573,13548,1025
15172,45805,22740,22555,185
15173,45806,11238,6758,4480
15174,45807,11856,7439,4417
15175,45808,282,0,282
15176,45809,173,0,173
15177,45810,7840,5343,2497
15178,45812,1835,0,1835
15179,45813,3579,0,3579
15180,45814,2646,0,2646
15181,45815,57,0,57
15182,45816,260,0,260
15183,45817,6420,0,6420
15184,45819,233,0,233
15185,45820,517,0,517
15186,45821,1252,0,1252
15187,45822,19945,12035,7910
15188,45826,358,0,358
15189,45827,2223,0,2223
15190,45828,6495,0,6495
15191,45830,5797,0,5797
15192,45831,3023,0,3023
15193,45832,2854,0,2854
15194,45833,10682,7266,3416
15195,45835,487,0,487
15196,45836,1332,0,1332
15197,45838,39,0,39
15198,45840,54901,48144,6757
15199,45841,936,0,936
15200,45843,3768,0,3768
15201,45844,3251,0,3251
15202,45845,3270,0,3270
15203,45846,4461,0,4461
15204,45848,61,61,0
15205,45849,1154,0,1154
15206,45850,3617,0,3617
15207,45851,676,0,676
15208,45853,1451,0,1451
15209,45854,461,0,461
15210,45855,165,0,165
15211,45856,5094,0,5094
15212,45858,3038,0,3038
15213,45859,461,0,461
15214,45860,2444,0,2444
15215,45861,223,0,223
15216,45862,1408,0,1408
15217,45863,1135,0,1135
15218,45864,160,0,160
15219,45865,5251,3077,2174
15220,45866,152,0,152
15221,45867,1138,0,1138
15222,45868,705,0,705
15223,45869,4567,3061,1506
15224,45870,116,0,116
15225,45871,2019,0,2019
15226,45872,4120,0,4120
15227,45873,2235,0,2235
15228,45874,2079,0,2079
15229,45875,11273,5357,5916
15230,45876,958,0,958
15231,45877,2239,0,2239
15232,45879,5963,0,5963
15233,45880,2390,0,2390
15234,45881,1485,0,1485
15235,45882,3005,0,3005
15236,45883,4026,0,4026
15237,45884,147,0,147
15238,45885,12863,9452,3411
15239,45886,459,0,459
15240,45887,4688,0,4688
15241,45888,188,0,188
15242,45889,1481,0,1481
15243,45890,653,0,653
15244,45891,15633,11069,4564
15245,45893,262,0,262
15246,45894,649,0,649
15247,45895,17974,10849,7125
15248,45896,1990,0,1990
15249,45897,107,0,107
15250,45898,1251,0,1251
15251,45899,165,0,165
15252,46001,10676,6293,4383
15253,46011,17078,11752,5326
15254,46012,19108,16733,2375
15255,46013,18288,17431,857
15256,46016,17686,17686,0
15257,46017,5930,4064,1866
15258,46030,3161,1568,1593
15259,46031,2211,0,2211
15260,46032,50477,50477,0
15261,46033,39002,38918,84
15262,46034,7316,5606,1710
15263,46035,1130,0,1130
15264,46036,11247,9199,2048
15265,46037,47264,47072,192
15266,46038,42694,42674,20
15267,46039,725,0,725
15268,46040,16669,14156,2513
15269,46041,24120,16775,7345
15270,46044,2912,0,2912
15271,46045,125,0,125
15272,46047,25,0,25
15273,46048,2035,2035,0
15274,46049,840,0,840
15275,46050,1672,0,1672
15276,46051,2811,0,2811
15277,46052,22783,16534,6249
15278,46055,14969,13730,1239
15279,46056,2359,0,2359
15280,46057,999,0,999
15281,46058,2257,0,2257
15282,46060,45073,40366,4707
15283,46062,38915,37008,1907
15284,46063,298,298,0
15285,46064,16908,11804,5104
15286,46065,3422,0,3422
15287,46068,2583,121,2462
15288,46069,7012,81,6931
15289,46070,2211,0,2211
15290,46071,3373,0,3373
15291,46072,9095,5668,3427
15292,46074,42598,40697,1901
15293,46075,7728,6555,1173
15294,46076,1534,0,1534
15295,46077,33969,29712,4257
15296,46102,503,0,503
15297,46103,354,0,354
15298,46104,860,0,860
15299,46105,1775,0,1775
15300,46106,8672,6826,1846
15301,46107,12994,12994,0
15302,46110,505,0,505
15303,46111,515,515,0
15304,46112,41562,37985,3577
15305,46113,15915,14917,998
15306,46115,1952,0,1952
15307,46117,689,0,689
15308,46118,4903,0,4903
15309,46120,5891,0,5891
15310,46121,5090,0,5090
15311,46122,16448,10706,5742
15312,46123,40788,39940,848
15313,46124,7891,5341,2550
15314,46125,32,0,32
15315,46126,4613,0,4613
15316,46127,304,0,304
15317,46128,2111,0,2111
15318,46130,2491,0,2491
15319,46131,32869,26649,6220
15320,46133,794,0,794
15321,46135,19869,10190,9679
15322,46140,41708,29441,12267
15323,46142,32052,32020,32
15324,46143,62618,59875,2743
15325,46144,207,0,207
15326,46146,144,0,144
15327,46147,2681,0,2681
15328,46148,4859,0,4859
15329,46149,1894,0,1894
15330,46150,750,0,750
15331,46151,32335,12666,19669
15332,46154,126,0,126
15333,46155,81,0,81
15334,46156,1497,0,1497
15335,46157,4074,0,4074
15336,46158,23895,14425,9470
15337,46160,6409,0,6409
15338,46161,2576,0,2576
15339,46162,516,0,516
15340,46163,13489,10802,2687
15341,46164,4324,0,4324
15342,46165,1562,0,1562
15343,46166,2374,0,2374
15344,46167,7018,4751,2267
15345,46168,37681,35853,1828
15346,46170,39,0,39
15347,46171,1779,0,1779
15348,46172,2372,0,2372
15349,46173,10591,6469,4122
15350,46175,549,0,549
15351,46176,28401,21208,7193
15352,46180,993,0,993
15353,46181,5280,0,5280
15354,46182,2005,0,2005
15355,46183,130,130,0
15356,46184,13023,11940,1083
15357,46186,1708,0,1708
15358,46201,31408,31408,0
15359,46202,22217,22217,0
15360,46203,38224,38224,0
15361,46204,9086,9086,0
15362,46205,27531,27531,0
15363,46206,6,6,0
15364,46208,23996,23996,0
15365,46214,26314,26314,0
15366,46216,2343,2343,0
15367,46217,34725,34289,436
15368,46218,30400,30400,0
15369,46219,36556,36556,0
15370,46220,36078,36078,0
15371,46221,27991,27082,909
15372,46222,37185,37185,0
15373,46224,38822,38822,0
15374,46225,6503,6503,0
15375,46226,43997,43997,0
15376,46227,62126,62126,0
15377,46228,15824,15824,0
15378,46229,29252,29239,13
15379,46231,10889,10867,22
15380,46234,27841,27835,6
15381,46235,34569,34569,0
15382,46236,27627,27627,0
15383,46237,44378,44378,0
15384,46239,33290,31528,1762
15385,46240,20148,20148,0
15386,46241,33568,33568,0
15387,46250,19156,19156,0
15388,46254,40162,40157,5
15389,46256,22598,22598,0
15390,46259,13703,9372,4331
15391,46260,34188,34188,0
15392,46268,26353,26353,0
15393,46278,8910,7531,1379
15394,46280,7870,7870,0
15395,46290,191,191,0
15396,46301,580,573,7
15397,46302,141,0,141
15398,46303,17028,14103,2925
15399,46304,26835,23188,3647
15400,46307,69248,61356,7892
15401,46310,14126,0,14126
15402,46311,22431,22199,232
15403,46312,26370,26370,0
15404,46319,18108,18108,0
15405,46320,14514,14514,0
15406,46321,23894,23894,0
15407,46322,23984,23984,0
15408,46323,22510,22510,0
15409,46324,22611,22611,0
15410,46327,11078,11078,0
15411,46340,1085,0,1085
15412,46341,10518,0,10518
15413,46342,32540,30284,2256
15414,46345,97,0,97
15415,46346,1317,0,1317
15416,46347,4800,0,4800
15417,46348,1127,0,1127
15418,46349,3219,0,3219
15419,46350,44522,27784,16738
15420,46356,18668,10747,7921
15421,46360,44209,38932,5277
15422,46365,1037,0,1037
15423,46366,5826,0,5826
15424,46368,39837,39506,331
15425,46371,3680,0,3680
15426,46373,17839,17839,0
15427,46374,1006,0,1006
15428,46375,24051,24051,0
15429,46376,367,0,367
15430,46377,194,0,194
15431,46379,295,0,295
15432,46381,287,0,287
15433,46382,2094,0,2094
15434,46383,41981,32911,9070
15435,46385,41832,32545,9287
15436,46390,2824,0,2824
15437,46391,9077,5182,3895
15438,46392,7855,0,7855
15439,46393,376,0,376
15440,46394,11725,11725,0
15441,46402,5502,5502,0
15442,46403,11649,11568,81
15443,46404,15658,15658,0
15444,46405,11860,11860,0
15445,46406,8776,8776,0
15446,46407,9862,9862,0
15447,46408,15109,15109,0
15448,46409,6975,6975,0
15449,46410,39471,38504,967
15450,46501,3891,0,3891
15451,46502,34,0,34
15452,46504,3241,0,3241
15453,46506,10083,0,10083
15454,46507,9371,4835,4536
15455,46508,137,0,137
15456,46510,3393,0,3393
15457,46511,4008,0,4008
15458,46513,64,0,64
15459,46514,42048,39887,2161
15460,46516,33670,33646,24
15461,46517,24006,22158,1848
15462,46524,2376,0,2376
15463,46526,33170,27911,5259
15464,46528,27223,18155,9068
15465,46530,31805,31096,709
15466,46531,1387,0,1387
15467,46532,1751,0,1751
15468,46534,11247,0,11247
15469,46536,3257,0,3257
15470,46537,502,0,502
15471,46538,4047,1321,2726
15472,46539,2245,0,2245
15473,46540,12552,0,12552
15474,46542,4526,292,4234
15475,46543,4273,0,4273
15476,46544,31571,29886,1685
15477,46545,26312,25560,752
15478,46550,12679,7250,5429
15479,46552,6478,0,6478
15480,46553,3849,1587,2262
15481,46554,4379,0,4379
15482,46555,2729,0,2729
15483,46556,8845,8845,0
15484,46561,14155,13035,1120
15485,46562,4718,540,4178
15486,46563,22977,12279,10698
15487,46565,9104,0,9104
15488,46567,9773,6049,3724
15489,46570,1090,0,1090
15490,46571,6203,0,6203
15491,46572,112,0,112
15492,46573,3835,0,3835
15493,46574,8377,0,8377
15494,46580,22381,16316,6065
15495,46582,14151,10387,3764
15496,46590,5053,5053,0
15497,46595,94,0,94
15498,46601,5947,5947,0
15499,46613,11427,11427,0
15500,46614,29917,26125,3792
15501,46615,14777,14777,0
15502,46616,6167,6167,0
15503,46617,9813,9813,0
15504,46619,20527,19187,1340
15505,46624,38,38,0
15506,46628,27011,25245,1766
15507,46635,6420,6420,0
15508,46637,15887,15887,0
15509,46701,7687,0,7687
15510,46702,2172,0,2172
15511,46703,18837,11948,6889
15512,46704,119,0,119
15513,46705,1716,0,1716
15514,46706,19995,13594,6401
15515,46710,4649,0,4649
15516,46711,8022,0,8022
15517,46714,15411,10346,5065
15518,46721,4907,0,4907
15519,46723,7383,0,7383
15520,46725,23917,10256,13661
15521,46730,1316,0,1316
15522,46731,578,0,578
15523,46732,2949,1052,1897
15524,46733,18669,10441,8228
15525,46737,6898,645,6253
15526,46738,8183,6752,1431
15527,46740,4608,0,4608
15528,46741,4657,0,4657
15529,46742,3259,0,3259
15530,46743,2309,0,2309
15531,46745,1792,0,1792
15532,46746,4003,0,4003
15533,46747,2743,0,2743
15534,46748,7203,5286,1917
15535,46750,26580,17555,9025
15536,46755,15721,10587,5134
15537,46759,508,0,508
15538,46760,1264,0,1264
15539,46761,12902,0,12902
15540,46763,1702,0,1702
15541,46764,1379,0,1379
15542,46765,5580,0,5580
15543,46766,545,0,545
15544,46767,8599,0,8599
15545,46770,2734,0,2734
15546,46771,54,0,54
15547,46772,3929,0,3929
15548,46773,3685,0,3685
15549,46774,17341,13705,3636
15550,46776,1528,0,1528
15551,46777,6348,0,6348
15552,46778,196,0,196
15553,46779,2006,93,1913
15554,46781,789,0,789
15555,46783,7521,0,7521
15556,46784,2211,0,2211
15557,46785,1650,0,1650
15558,46786,82,0,82
15559,46787,3902,0,3902
15560,46788,3396,0,3396
15561,46789,80,0,80
15562,46791,922,0,922
15563,46792,3673,0,3673
15564,46793,4043,0,4043
15565,46794,1406,0,1406
15566,46795,6190,0,6190
15567,46796,57,0,57
15568,46797,4008,0,4008
15569,46798,1290,366,924
15570,46799,448,0,448
15571,46802,10664,10664,0
15572,46803,9686,9686,0
15573,46804,28800,28800,0
15574,46805,21138,21138,0
15575,46806,26083,25821,262
15576,46807,16489,16489,0
15577,46808,19894,19854,40
15578,46809,8946,8030,916
15579,46814,16377,16012,365
15580,46815,27927,27710,217
15581,46816,19012,16035,2977
15582,46818,22071,17558,4513
15583,46819,8969,7249,1720
15584,46825,29062,29062,0
15585,46835,36653,35200,1453
15586,46845,28380,27269,1111
15587,46901,38072,29486,8586
15588,46902,36038,32881,3157
15589,46910,3283,0,3283
15590,46911,1396,0,1396
15591,46913,1400,0,1400
15592,46914,4785,3847,938
15593,46915,617,0,617
15594,46917,1734,0,1734
15595,46919,2202,0,2202
15596,46920,1131,0,1131
15597,46922,32,0,32
15598,46923,8162,0,8162
15599,46926,1639,0,1639
15600,46928,4557,0,4557
15601,46929,3210,0,3210
15602,46930,268,0,268
15603,46931,286,0,286
15604,46932,3254,0,3254
15605,46933,6617,6118,499
15606,46936,5800,0,5800
15607,46937,114,0,114
15608,46938,2824,1662,1162
15609,46939,1917,0,1917
15610,46940,2538,0,2538
15611,46941,1123,0,1123
15612,46943,250,0,250
15613,46945,15,0,15
15614,46946,132,0,132
15615,46947,28295,20374,7921
15616,46950,615,0,615
15617,46951,2118,0,2118
15618,46952,18996,13851,5145
15619,46953,22781,18378,4403
15620,46957,483,0,483
15621,46958,542,0,542
15622,46959,148,0,148
15623,46960,1102,0,1102
15624,46961,97,0,97
15625,46962,8592,5188,3404
15626,46965,111,0,111
15627,46967,73,0,73
15628,46968,132,0,132
15629,46970,23317,15467,7850
15630,46971,0,0,0
15631,46974,1620,0,1620
15632,46975,14288,7333,6955
15633,46978,2018,0,2018
15634,46979,4893,88,4805
15635,46980,53,0,53
15636,46982,2602,0,2602
15637,46984,61,0,61
15638,46985,1285,0,1285
15639,46986,1769,0,1769
15640,46987,1010,952,58
15641,46988,721,0,721
15642,46989,5028,0,5028
15643,46990,805,0,805
15644,46991,1706,0,1706
15645,46992,16183,10254,5929
15646,46994,2626,0,2626
15647,46996,6830,0,6830
15648,46998,129,0,129
15649,47001,10208,3545,6663
15650,47003,958,0,958
15651,47006,12761,7568,5193
15652,47010,304,0,304
15653,47011,1003,0,1003
15654,47012,9994,0,9994
15655,47016,742,0,742
15656,47017,657,0,657
15657,47018,4273,0,4273
15658,47020,1004,0,1004
15659,47021,12,0,12
15660,47022,3192,0,3192
15661,47023,1711,0,1711
15662,47024,2880,0,2880
15663,47025,23118,16215,6903
15664,47030,1504,0,1504
15665,47031,5200,0,5200
15666,47032,3477,0,3477
15667,47033,6,6,0
15668,47034,172,0,172
15669,47035,272,0,272
15670,47036,1002,367,635
15671,47037,4167,0,4167
15672,47038,1168,0,1168
15673,47040,5288,0,5288
15674,47041,5891,0,5891
15675,47042,4375,0,4375
15676,47043,5102,0,5102
15677,47060,7109,405,6704
15678,47102,6884,0,6884
15679,47104,93,0,93
15680,47106,4771,0,4771
15681,47108,2218,0,2218
15682,47110,469,0,469
15683,47111,16972,11175,5797
15684,47112,17404,5696,11708
15685,47114,422,0,422
15686,47115,2579,0,2579
15687,47116,698,0,698
15688,47117,4304,0,4304
15689,47118,3253,0,3253
15690,47119,12173,4056,8117
15691,47120,938,0,938
15692,47122,11185,0,11185
15693,47123,131,0,131
15694,47124,4981,0,4981
15695,47125,1714,0,1714
15696,47126,4555,0,4555
15697,47129,19739,19739,0
15698,47130,48481,48377,104
15699,47135,1271,0,1271
15700,47136,4699,0,4699
15701,47137,1300,0,1300
15702,47138,4398,0,4398
15703,47140,2811,0,2811
15704,47141,1563,0,1563
15705,47142,861,0,861
15706,47143,3800,593,3207
15707,47145,1908,0,1908
15708,47147,1022,0,1022
15709,47150,49395,47434,1961
15710,47160,138,0,138
15711,47161,3764,0,3764
15712,47162,906,0,906
15713,47163,1551,0,1551
15714,47164,3609,0,3609
15715,47165,6208,0,6208
15716,47166,1276,0,1276
15717,47167,15683,6617,9066
15718,47170,14877,7578,7299
15719,47172,19821,16967,2854
15720,47174,124,0,124
15721,47175,870,0,870
15722,47177,1462,0,1462
15723,47201,45969,32627,13342
15724,47203,27006,22236,4770
15725,47220,5737,0,5737
15726,47223,1437,0,1437
15727,47224,606,0,606
15728,47225,65,0,65
15729,47226,205,0,205
15730,47227,1545,0,1545
15731,47229,3186,0,3186
15732,47230,2057,0,2057
15733,47231,1091,0,1091
15734,47232,2460,0,2460
15735,47234,1428,0,1428
15736,47235,1780,0,1780
15737,47236,131,0,131
15738,47240,21940,12529,9411
15739,47243,6037,3981,2056
15740,47244,688,0,688
15741,47246,4343,0,4343
15742,47247,178,0,178
15743,47250,22596,13466,9130
15744,47260,1733,0,1733
15745,47263,174,0,174
15746,47264,1302,0,1302
15747,47265,20074,6700,13374
15748,47270,758,0,758
15749,47272,1852,0,1852
15750,47273,1917,0,1917
15751,47274,33035,24247,8788
15752,47280,867,778,89
15753,47281,1543,0,1543
15754,47282,236,236,0
15755,47283,3526,0,3526
15756,47302,25704,21384,4320
15757,47303,24069,20005,4064
15758,47304,30366,28489,1877
15759,47305,3629,3629,0
15760,47306,4628,4628,0
15761,47320,3978,0,3978
15762,47324,150,0,150
15763,47325,571,0,571
15764,47326,2321,0,2321
15765,47327,4345,0,4345
15766,47330,5523,2675,2848
15767,47331,22782,14401,8381
15768,47334,3171,1619,1552
15769,47335,610,0,610
15770,47336,3455,0,3455
15771,47337,182,0,182
15772,47338,2680,0,2680
15773,47339,641,0,641
15774,47340,2744,0,2744
15775,47341,2191,0,2191
15776,47342,2533,0,2533
15777,47344,123,0,123
15778,47345,1378,0,1378
15779,47346,3865,0,3865
15780,47348,9507,6135,3372
15781,47351,429,0,429
15782,47352,902,0,902
15783,47353,5576,0,5576
15784,47354,1072,0,1072
15785,47355,2546,0,2546
15786,47356,5831,0,5831
15787,47357,1107,0,1107
15788,47358,919,0,919
15789,47359,2744,0,2744
15790,47360,1451,0,1451
15791,47361,134,0,134
15792,47362,30184,18555,11629
15793,47366,57,0,57
15794,47367,98,0,98
15795,47368,2637,0,2637
15796,47369,1216,0,1216
15797,47370,158,0,158
15798,47371,12143,6364,5779
15799,47373,2015,0,2015
15800,47374,45304,38788,6516
15801,47380,1917,0,1917
15802,47381,139,0,139
15803,47382,136,0,136
15804,47383,2724,848,1876
15805,47384,1936,0,1936
15806,47385,1581,0,1581
15807,47386,1085,0,1085
15808,47387,726,0,726
15809,47388,292,0,292
15810,47390,5061,3395,1666
15811,47392,100,0,100
15812,47393,1745,0,1745
15813,47394,8064,4797,3267
15814,47396,7446,5493,1953
15815,47401,41225,33524,7701
15816,47403,33066,25770,7296
15817,47404,23799,19928,3871
15818,47405,305,305,0
15819,47406,7924,7924,0
15820,47408,22917,17313,5604
15821,47420,176,0,176
15822,47421,27798,13265,14533
15823,47424,8893,0,8893
15824,47427,1082,0,1082
15825,47429,7485,5305,2180
15826,47431,1316,0,1316
15827,47432,4429,0,4429
15828,47433,3974,0,3974
15829,47434,19,0,19
15830,47435,7,0,7
15831,47436,1440,0,1440
15832,47437,91,0,91
15833,47438,4032,0,4032
15834,47441,8972,5298,3674
15835,47443,1134,0,1134
15836,47445,90,0,90
15837,47446,9425,0,9425
15838,47448,7816,0,7816
15839,47449,482,0,482
15840,47451,1177,1167,10
15841,47452,5285,0,5285
15842,47453,366,0,366
15843,47454,7684,0,7684
15844,47455,55,0,55
15845,47456,1302,0,1302
15846,47457,25,0,25
15847,47458,34,34,0
15848,47459,3346,0,3346
15849,47460,11560,0,11560
15850,47462,4850,0,4850
15851,47464,198,0,198
15852,47465,666,0,666
15853,47467,34,0,34
15854,47468,1180,0,1180
15855,47469,1782,0,1782
15856,47470,1516,0,1516
15857,47471,2567,0,2567
15858,47501,18003,12920,5083
15859,47512,4002,0,4002
15860,47513,2057,0,2057
15861,47514,1647,0,1647
15862,47515,819,0,819
15863,47516,1246,0,1246
15864,47519,556,0,556
15865,47520,3230,1449,1781
15866,47521,972,0,972
15867,47522,250,0,250
15868,47523,3433,0,3433
15869,47524,494,0,494
15870,47525,337,0,337
15871,47527,1918,0,1918
15872,47528,519,0,519
15873,47529,1004,0,1004
15874,47531,906,0,906
15875,47532,4507,0,4507
15876,47535,582,0,582
15877,47537,782,0,782
15878,47541,1228,0,1228
15879,47542,9992,6117,3875
15880,47546,22445,16749,5696
15881,47550,797,0,797
15882,47551,592,0,592
15883,47552,174,0,174
15884,47553,8625,0,8625
15885,47557,1329,0,1329
15886,47558,5021,0,5021
15887,47561,1514,0,1514
15888,47562,4994,0,4994
15889,47564,1375,0,1375
15890,47567,5804,0,5804
15891,47568,848,0,848
15892,47573,31,0,31
15893,47574,148,0,148
15894,47575,1015,0,1015
15895,47576,378,0,378
