zip_code,Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars)
72143,44606,4869,61227,5048,73232,8965,24567,3069
72149,-,**,-,**,-,**,-,**
72150,56136,4415,68323,8233,85324,11808,23767,4731
72152,19566,4293,23125,6158,-,**,18152,8405
72153,41140,9319,58375,6922,63148,6536,17019,4736
72156,-,**,115625,24491,115625,24491,28016,5381
72157,49740,15916,71518,22352,82704,18726,23250,6193
72160,47063,2710,56696,5405,74923,7043,28869,12301
72165,-,**,-,**,-,**,-,**
72166,-,**,56875,52481,-,**,-,**
72167,48185,27760,61833,20854,66100,35603,14185,10703
72168,-,**,26534,17268,-,**,12269,11899
72169,27188,21653,51250,20518,88750,57070,14375,6553
72170,34375,28640,83207,40823,83424,27460,22500,8356
72173,57019,8285,69276,8358,78973,6969,30045,13443
72175,32500,17027,43750,9623,-,**,16711,6047
72176,57271,9884,58493,8304,72981,20629,41897,23224
72179,40223,8759,41071,11784,42143,33913,-,**
72181,-,**,-,**,-,**,-,**
72201,61310,33408,220625,62971,220104,67331,37581,15174
72202,40913,4417,50395,9727,90188,22268,38027,11386
72204,37891,2507,47196,3066,64697,5568,23968,2106
72205,49690,5129,77553,12949,108942,10780,37536,4107
72206,37310,3716,50565,8713,69214,6538,22559,2282
72207,77636,10936,118961,11040,153021,14382,47040,6420
72209,37216,3196,40294,2665,57942,5537,26924,3701
72210,54989,6688,72287,9620,88710,9470,40463,6845
72211,64168,4376,83070,4463,103322,8040,43658,3504
72212,103255,8834,127500,14666,137800,12867,44836,11011
72223,96692,10620,130492,10587,146919,10814,51304,6234
72227,73500,9059,106696,21066,122225,10963,37926,8470
72301,33159,1704,38509,4243,61875,7227,24691,2895
72311,24545,12686,24886,13721,27500,10393,-,**
72315,41674,3022,49340,9064,70168,7351,27445,6663
72320,-,**,-,**,-,**,-,**
72321,53438,12694,58250,22111,76250,58370,-,**
72322,20833,7343,30625,24014,47500,11927,14792,11079
72324,50386,8675,53450,4653,54975,9504,21645,13418
72325,39306,30871,38750,37722,-,**,-,**
72326,41771,10997,49857,11249,52500,17076,16761,16585
72327,35875,13546,60682,13080,67813,8812,16268,1143
72328,-,**,-,**,-,**,-,**
72329,-,**,-,**,-,**,-,**
72330,42431,11372,42019,16103,50500,26252,37500,30681
72331,35559,6538,47386,9765,54688,6857,16490,3067
72332,15179,1556,16071,909,-,**,13214,7721
72333,28438,19245,42500,17763,56250,7773,11250,9190
72335,35147,3313,41639,4805,55779,14920,19758,4387
72338,-,**,-,**,-,**,-,**
72339,-,**,49464,36308,-,**,13571,6282
72340,-,**,66154,36118,-,**,-,**
72341,35500,26584,52875,30369,53563,13888,23125,16990
72342,24659,9451,35038,12841,65833,28835,14604,3113
72346,24063,16999,37583,14819,34444,26147,16492,4090
72347,41406,5937,47750,11644,50104,10023,13750,9858
72348,34327,6480,44539,8455,64438,22396,17969,7069
72350,30150,4792,36667,5294,48000,19466,20750,4278
72351,30357,7972,30179,9673,55461,36747,22212,13087
72353,-,**,-,**,-,**,-,**
72354,36942,4324,48750,8563,63393,10074,16900,12860
72355,50208,17351,78594,16458,84500,19216,18542,5598
72358,23224,2891,24770,7678,38333,34287,14917,9279
72359,33478,10179,38153,8857,65000,24020,31458,14743
72360,23692,7426,46096,9539,68597,14829,14654,1458
72364,64516,8539,77013,4118,94236,4550,40655,7410
72365,24947,3459,34853,11613,48798,9659,14669,11039
72366,32932,5110,39375,13794,61250,40700,30114,5812
72367,-,**,-,**,-,**,-,**
72368,46910,7836,60556,16221,61500,18155,16528,7044
72370,31190,5911,42823,12023,67411,12925,21210,1601
72372,39643,9840,58636,6852,69688,20403,16500,5463
72373,23601,4175,31319,3580,32222,25590,18663,3093
72374,-,**,-,**,74208,36054,-,**
72376,45913,20418,49006,9211,54706,11369,30852,4721
72377,-,**,-,**,-,**,-,**
72379,-,**,-,**,-,**,-,**
72383,-,**,-,**,-,**,-,**
72384,25278,9439,31786,10836,45250,16544,20147,4311
72386,51276,5996,54276,7040,77011,11148,20781,9457
72389,43929,43075,42857,34648,78224,55940,-,**
72390,25188,3827,28809,6575,49522,16154,19500,6273
72392,36917,11876,46458,19644,44583,13441,-,**
72394,32550,13165,47000,28788,71607,49866,17102,6427
72395,61429,9252,68421,5231,74583,14225,-,**
72396,49677,5898,68368,6482,76210,5499,28202,2563
72401,42218,2919,53650,3323,77268,5816,26680,2310
72404,61592,6000,80625,6977,95900,7215,29257,4132
72410,33594,12495,38000,17980,44792,14226,-,**
72411,40121,7043,42159,9934,63269,16084,20139,13003
72412,-,**,-,**,-,**,-,**
72413,39464,18043,40000,17525,48625,22202,-,**
72414,-,**,69500,54442,116500,36490,-,**
72415,42500,10643,48882,8783,57784,12624,24946,11369
72416,53080,5387,56587,7489,68606,9299,36375,9834
72417,46476,9531,62143,13692,65494,15422,28028,11935
72419,43625,7218,50938,8397,73750,37196,22222,6384
72421,25909,9388,32813,4847,37222,8291,22824,12632
72422,37550,9011,53393,9746,67403,3433,14753,2591
72424,-,**,-,**,48958,20735,13333,3822
72425,38750,22163,38750,18935,55714,29115,21667,13380
72426,51429,34396,78750,38167,78333,39128,22500,8224
72427,20000,18381,27083,14766,31400,4326,15833,4118
72428,60000,37763,63750,52420,-,**,-,**
72429,47500,10883,51250,12104,62750,19582,40893,17550
72430,31210,3279,35833,13024,33750,16335,30208,17074
72431,31786,9531,38750,11634,42386,8757,14559,1497
72432,44231,6625,46154,5190,58750,11281,25750,17957
72433,34345,7544,52355,5635,60027,11466,20326,7047
72434,33750,14218,46442,10758,53945,3083,20789,2183
72435,42344,13902,54107,26526,65750,29314,15625,7474
72436,51983,7418,56477,12183,56705,9322,20000,12383
72437,47222,5013,56017,7002,59792,7984,26172,5786
72438,35136,11936,44173,3434,66719,13484,16682,2318
72440,65750,29405,68355,2265,68882,20935,31250,20887
72441,"2,500-",***,-,**,-,**,"2,500-",***
72442,53011,10619,67188,17449,76346,28622,17143,14140
72443,46382,6623,50380,5561,54219,12027,20000,7139
72444,35302,9655,44452,5092,60729,14504,18750,4980
72445,50833,26080,51667,13703,51250,17903,36875,29024
72447,41324,7997,58500,7924,68125,11879,24231,6711
72449,33750,6260,34375,7747,31917,8250,-,**
72450,46553,2301,57316,4631,69451,5760,24804,2839
72453,40250,10901,42250,17328,50000,8584,30313,19141
72454,37263,6119,52458,4952,67125,8518,19477,7825
72455,39352,2570,49325,6223,62055,10559,18571,4954
72456,35417,6248,38529,7122,39706,21980,19167,4376
72457,42000,10680,46875,28195,77083,14209,19063,11897
72458,62833,23744,67841,17566,69773,21352,19861,5887
72459,32456,9676,40804,12853,42143,22542,19526,6902
72460,21977,19620,-,**,21909,18945,16250,11546
72461,40727,5744,50000,7591,58929,10745,20104,3669
72462,27697,7609,32604,11278,56000,26190,15000,4454
72464,28750,17843,50313,42467,50313,42467,-,**
72466,32019,13666,45129,10734,48750,29902,12688,7180
72467,-,**,-,**,-,**,-,**
72469,40000,8699,50313,18485,58984,17748,23047,7214
72470,39750,9320,46250,35032,53125,42212,39583,11372
72471,40500,14668,59659,20239,73413,17240,20481,8373
72472,41300,4547,52722,3996,58581,2859,19767,2037
72473,41179,3591,52723,10519,58173,7429,24044,6871
72476,39261,4534,51004,5205,61782,6815,20764,5431
72478,-,**,65491,14180,65781,6742,25436,7913
72479,49464,2788,53200,3621,56458,11840,34250,16015
72482,28958,7209,36250,11933,41905,15498,17768,3694
72501,44666,3828,55396,3467,64650,5249,24842,4349
72512,31899,2366,38971,6417,42750,4214,24219,4007
72513,33777,4608,37297,11468,62778,23056,17500,5225
72515,-,**,-,**,-,**,-,**
72517,-,**,59042,39728,59750,38067,24219,1989
72519,41563,7178,49702,8294,59091,12301,26806,12288
72520,-,**,-,**,-,**,24519,16494
72521,40587,5645,43660,6951,52516,7607,24886,11293
72522,47833,10812,60893,17596,61295,15309,40833,30538
72523,30156,17261,50417,17231,46146,10245,25130,6394
72524,-,**,-,**,-,**,-,**
72526,-,**,-,**,85417,54107,21500,5880
72527,93750,37242,94291,58293,-,**,-,**
72528,-,**,-,**,-,**,-,**
72529,38081,9298,51292,10350,57763,10543,25913,6140
72530,37112,12981,53897,12856,58125,15853,27730,13084
72531,39385,1989,40833,17834,41343,20180,-,**
72532,35363,9197,36915,8961,50500,23229,20792,4788
72533,34773,18242,45259,15175,45833,6666,21250,13242
72534,65357,12065,63613,4069,65504,12041,-,**
72536,40278,19035,42300,29661,42150,26842,18750,16881
72537,53938,14009,56414,3095,56414,3095,-,**
72538,32869,9412,-,**,-,**,-,**
72539,-,**,-,**,-,**,-,**
72540,44167,44112,-,**,-,**,-,**
72542,36653,4094,44542,9938,55243,10763,20816,5932
72543,47578,5878,55716,6700,62737,4529,26064,5068
72544,26327,6354,50125,30372,51375,20276,17976,8676
72546,34408,14128,41389,32163,41389,32163,-,**
72550,-,**,-,**,77935,39776,23633,4182
72553,-,**,63125,27621,63125,27621,21875,10636
72554,37708,12553,50500,13318,54494,6102,25417,7416
72555,48021,16011,48947,4357,-,**,21250,8505
72556,45573,2965,53893,11841,58976,19766,32005,12012
72560,38044,5294,50189,6565,57784,10892,15596,3357
72561,55000,20207,80446,32495,81696,23986,17679,7316
72562,36786,8808,50000,10685,66310,11930,20833,5800
72564,31167,16742,32333,20151,44038,33885,-,**
72565,45625,21037,60526,22877,61382,18202,23750,17219
72566,23393,19360,54643,54120,-,**,9474,7944
72567,24464,21750,-,**,-,**,19345,10055
72568,39643,15583,43333,18109,43917,25042,35278,35089
72569,71563,36026,81474,51840,85052,7451,-,**
72571,44815,18189,-,**,72891,49881,-,**
72572,43750,17821,47656,24857,48906,3359,-,**
72573,81607,71835,105385,40457,105385,40457,-,**
72576,30683,5225,46295,8650,53409,8905,16436,1609
72577,58125,22125,54922,31988,72981,41995,25417,2559
72578,-,**,-,**,-,**,-,**
72579,44063,6802,50000,8748,56875,22594,16372,982
72581,34773,27467,53929,36349,54286,38435,33603,10899
72583,34458,8221,41544,29203,61897,27372,16042,2677
72584,53315,21513,63188,37477,63188,37477,-,**
72585,-,**,87705,78893,87705,78893,-,**
72587,76071,63994,-,**,-,**,-,**
72601,45874,2005,54017,3767,62352,5306,28163,3877
72611,49044,24051,71250,33200,75597,33852,16865,2989
72616,49245,7132,62375,5216,66822,6995,22897,5629
72617,38365,10133,38750,1468,38654,2480,-,**
72619,40313,5046,49583,10773,52350,5810,20368,5273
72623,50563,15579,46563,13030,52188,35293,60968,46720
72624,47008,8272,75417,56439,77083,46021,-,**
72626,38750,9434,53304,12509,57031,15044,28966,7776
72628,49063,16032,60903,11935,60833,11878,12235,6137
72629,27778,12821,33269,23962,-,**,21964,6093
72630,36771,8281,42917,8661,37500,7780,18438,9459
72631,43225,9475,54934,6156,57083,14227,29211,5117
72632,43402,9932,60259,10157,65000,13657,21154,3729
72633,45956,11250,57411,28305,54924,24974,18571,4787
72634,40288,5745,56397,8580,61037,3856,23393,5146
72635,40142,4004,46932,8505,53393,11627,19394,6600
72636,-,**,-,**,-,**,-,**
72638,44628,9292,55142,3980,56883,3799,20245,6828
72639,45833,2562,45250,4563,45250,4563,45917,14063
72640,34091,25876,42614,23954,-,**,-,**
72641,31033,6913,51058,9526,53108,7288,14534,2302
72642,47218,9008,49301,5817,52143,7659,33250,12182
72644,34485,6782,44167,9185,45375,12490,23917,4911
72645,32297,5679,39688,5279,45296,4670,16705,4267
72648,70179,27401,83854,21324,85278,24312,-,**
72650,34931,5814,42529,5182,46627,7559,12227,2879
72651,56205,17347,44387,16461,60324,26911,31042,22239
72653,42492,3620,52344,4095,56489,3265,26754,2588
72655,37656,19056,47750,29100,55417,48375,17292,16600
72658,37500,6840,41000,11267,50655,15169,26786,3379
72660,-,**,63750,15815,65363,9695,21250,11689
72661,32802,12601,45132,21152,45197,19499,20804,15289
72662,45748,4434,46909,5280,49821,7341,31500,16119
72663,-,**,-,**,-,**,11250,7183
72666,11613,7455,-,**,-,**,10766,3920
72668,60568,15669,54556,9427,54556,9427,-,**
72669,-,**,-,**,28611,2891,30833,22320
72670,-,**,-,**,-,**,-,**
72672,19000,4177,29063,18914,20938,15907,17361,2689
72675,38056,8045,51705,14731,51932,13569,16528,11202
72677,28250,17632,33000,16213,41625,23711,18021,8351
72679,-,**,-,**,-,**,-,**
72680,55581,5714,56581,7964,57096,11836,-,**
72682,-,**,39107,37430,39107,37430,-,**
72683,47083,33851,45208,35634,39028,34984,-,**
72685,36033,9858,50978,14107,53103,3393,17344,5269
72686,43625,39479,57500,44622,57500,44622,-,**
72687,34149,4757,43412,6819,53417,4961,19471,2913
72701,38031,3181,63944,4177,83805,10593,21877,3596
72703,47670,3818,77753,8036,102142,5439,29257,2637
72704,61829,4581,84923,6333,100852,7864,42306,6005
72712,83601,3217,107024,3630,117384,7696,51027,4428
72714,68689,5607,80562,5677,88452,6916,37513,6485
72715,64901,4264,76575,3259,80299,3740,38480,5899
72717,54094,4901,56597,5037,60795,15983,23636,12153
72718,132230,6311,137866,8989,138720,5902,45556,36079
72719,73052,4925,79144,5999,93952,13900,50515,12965
72721,57885,52622,-,**,-,**,-,**
72722,50852,7909,56667,12470,66750,14275,-,**
72727,58902,6328,67930,6377,72857,11430,24299,6355
72729,25125,5531,-,**,-,**,24919,4176
72730,55874,4578,71859,11096,75400,9870,30534,4631
72732,64671,12380,74122,11224,77250,14021,37865,12488
72734,59500,5656,63382,4780,64588,4755,43190,23176
72736,55475,7440,65263,14300,84762,22156,19569,17697
72738,62000,14566,68472,20481,72721,21234,-,**
72739,58320,12640,63750,25447,59531,10470,29943,20144
72740,45299,6832,58542,8079,69556,9326,21705,5166
72742,42629,23028,43966,12967,42888,24332,-,**
72744,43892,8861,56888,9510,62906,4585,18021,3489
72745,67318,3285,71558,5325,76308,7427,48774,16458
72747,46932,46270,-,**,-,**,-,**
72749,-,**,-,**,-,**,-,**
72751,58520,7810,64191,7969,74881,16491,34053,13494
72752,-,**,27500,10479,31563,25349,8898,308
72753,65444,4696,69912,4354,70808,4637,17351,14324
72756,52379,1889,62821,4136,73112,4095,34744,1856
72758,73405,4903,85772,6026,96827,7554,47701,7246
72760,53750,25032,70909,26881,71080,24840,-,**
72761,51039,5277,58526,4188,72243,9618,26549,3363
72762,60662,4919,70656,2161,74974,4170,37939,3437
72764,46865,2794,49475,2929,61166,4949,29688,3119
72768,48750,16235,47083,21457,67361,20423,19394,12355
72769,51154,17667,44688,21154,48750,16850,58696,29607
72773,52096,16477,59458,21460,67875,19894,-,**
72774,56667,5859,67946,7559,75064,10016,27202,5962
72776,33721,12620,41053,17692,49091,48933,22500,19272
72801,33761,1665,41250,9493,54529,8374,20632,2393
72802,54135,4614,67607,6296,79274,12167,25462,5539
72821,39047,4744,46581,11542,55625,19729,16571,5620
72823,42314,7500,55781,9713,60000,13577,24583,8457
72824,49063,11995,47813,18054,61848,18247,52717,28635
72826,59000,39822,59000,30687,59250,34075,-,**
72827,-,**,62994,60611,62994,60611,-,**
72828,-,**,-,**,-,**,-,**
72830,38985,3655,46794,3132,53736,6398,25270,4888
72832,37202,15523,47857,7893,56250,8897,15677,3249
72833,43997,7814,49688,12922,61942,12542,19792,11418
72834,45500,7195,53800,10841,63319,11749,24135,2399
72835,33388,7697,33026,9737,42991,10991,14375,4639
72837,42486,9501,64804,10567,71655,20089,21056,4993
72838,-,**,-,**,-,**,-,**
72839,54457,18053,-,**,56250,48681,64531,47741
72840,31010,6559,44831,7415,47875,12702,16964,5046
72841,24042,1945,24042,1945,24333,2128,-,**
72842,41923,16007,55125,30751,92614,33580,19250,16255
72843,44778,10597,52539,9423,61328,18531,19063,7739
72845,49167,10203,54948,7815,57717,10435,23603,3194
72846,40615,4829,50089,16048,60965,8303,16733,3589
72847,40850,13538,60000,15142,68725,3352,24050,9721
72851,53750,24533,57321,27325,70521,29703,-,**
72852,-,**,-,**,-,**,-,**
72853,38913,4758,43173,12616,48295,13463,19893,9239
72854,27619,13586,38523,9033,40847,17815,12991,6093
72855,39114,3458,45850,9019,55386,7921,21500,4554
72856,47727,14732,49091,22565,48295,14214,-,**
72857,55000,18614,62019,14733,72321,10306,21111,6998
72858,44667,18717,45515,21611,64648,15099,40208,33926
72860,43276,23948,29899,16987,-,**,-,**
72863,48125,10682,56250,12986,67333,13861,29706,6847
72865,49350,6610,48516,18803,58469,13116,-,**
72901,36528,3199,48624,4798,55126,4604,24348,2800
72903,46706,5501,60967,4772,73157,8331,28422,3539
72904,32311,1691,38786,2691,44461,4346,22771,6494
72908,51941,4793,68652,11918,81193,7890,33475,4257
72916,72561,7066,82793,10822,84971,16315,37440,13524
72921,50995,5834,62802,8622,75245,6456,28404,2209
72923,47755,6447,47728,6682,63633,8173,50132,31642
72926,26622,4461,38182,10780,43750,9371,15341,6728
72927,39636,2424,50321,6651,53799,6597,20313,4729
72928,50441,24496,67708,33349,55577,15460,18636,2775
72930,-,**,-,**,-,**,-,**
72932,38264,15635,57014,24486,76500,13914,25815,2051
72933,53163,7328,60824,12214,74875,13633,26914,8254
72934,25847,6738,40938,17114,34125,21375,-,**
72935,31563,4085,32273,12593,44792,17162,30962,7392
72936,59674,8843,73517,10331,84920,4801,28806,7737
72937,45000,7793,46755,7656,46250,8118,24620,17189
72938,52587,16037,54215,7940,57000,36276,14300,5338
72940,64180,14890,86333,38292,101635,41571,20263,4001
72941,53152,5405,63693,5377,63981,6233,30859,9992
72943,42432,3364,56250,11963,59412,17723,24417,13334
72944,50208,13561,55625,10447,70598,22260,20882,16648
72945,34688,12795,45250,23595,66250,25733,-,**
72946,49190,3927,52236,9951,51865,8306,28214,17696
72947,41849,7304,51977,7346,55179,8470,25081,6870
72948,22679,21771,30500,25593,-,**,-,**
72949,32875,4026,44960,6911,53068,13975,12987,2761
72950,62083,46118,52273,29756,61458,41130,-,**
72951,36207,4397,38304,9906,38661,11316,19191,5868
72952,47589,21905,51949,11929,59034,13466,26066,20669
72955,36422,17268,-,**,-,**,-,**
72956,47229,2129,56519,5707,68858,5329,27710,4544
72958,34340,4036,46276,2670,47200,4929,14903,4099
72959,37295,13910,60675,7469,62875,11961,20338,6039
73002,54063,6492,65833,34665,80625,25506,23594,9772
73003,66540,6343,77232,7839,95236,10096,38268,4869
73004,68750,12341,83594,12678,93333,15232,19500,9678
73005,45083,5127,54206,8368,67963,7808,29583,4985
73006,46818,7156,54700,6551,59792,19875,25833,6722
73007,104265,58916,134414,38399,159479,64198,25278,16055
73008,50957,3279,62721,4476,69541,3420,34521,3372
73009,53021,10945,61389,12140,75909,10006,24125,7659
73010,73269,3005,82828,5294,89779,6300,32228,4996
73011,50341,10245,51818,8985,56250,14877,30250,17390
73012,100227,3739,108405,5613,117271,4323,65383,14363
73013,87173,3896,103913,4193,117046,7113,44419,3448
73014,63657,4878,75313,24741,90521,7934,52875,21684
73015,32724,2408,40625,4973,59500,16141,21696,4338
73016,81875,15009,103462,22249,108603,16753,38889,17024
73017,43816,6403,51554,3374,55729,6434,22500,7804
73018,47174,3258,61650,4001,72772,3456,24877,4042
73019,-,**,-,**,-,**,-,**
73020,81149,4062,91360,4914,101127,4934,42181,6757
73021,71500,22972,77891,2876,77891,2876,26635,1417
73024,65521,18757,81667,32231,91875,28251,32250,6441
73025,129464,6605,134411,11492,145662,17751,45104,27959
73026,78520,7936,91369,9453,96290,7801,39119,5083
73027,46339,8179,49792,20799,66198,21552,30972,22360
73028,50104,8417,54771,8309,75060,8150,41189,6883
73029,51761,11513,66000,7058,70000,13848,24479,13721
73030,51992,5941,64375,8863,77015,8048,30577,6813
73032,49250,37303,62500,34267,-,**,-,**
73033,41250,11984,48750,11292,47917,10642,22500,5737
73034,88264,4646,115423,9462,134204,5430,38914,4848
73036,51519,4745,62385,4154,76573,8111,28512,5466
73038,42772,10314,58913,2986,68750,7108,30208,12909
73040,45278,6239,51705,12321,62396,11754,20903,4777
73041,68462,18671,71250,9325,76250,6709,36875,8140
73042,51250,8628,63333,12292,74000,15367,27321,4328
73043,29091,5613,-,**,-,**,-,**
73044,57739,5392,70451,4950,77927,5685,25139,3634
73045,61540,3634,70978,6048,81675,5522,31866,8049
73047,48824,5114,63333,5341,70069,6188,26042,4205
73048,62581,8276,67688,7148,79545,11232,46161,15252
73049,64097,6753,71276,9443,84630,11924,46979,12193
73050,-,**,-,**,-,**,-,**
73051,51250,4018,59692,6747,68526,4473,25625,2299
