zip_code,Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars)
32506,50275,2495,60781,5344,74864,4371,34208,3549
32507,48939,4846,65768,6282,82615,6080,36256,2799
32508,44107,10190,61518,19740,70938,21000,38694,1396
32509,-,**,-,**,-,**,-,**
32511,-,**,-,**,-,**,-,**
32514,49889,3303,59274,4859,71627,2753,37811,3894
32526,60007,3134,70477,3183,78720,3901,36209,3110
32530,-,**,-,**,-,**,-,**
32531,57424,12447,65987,4037,68500,9613,33682,14725
32533,75173,5264,83685,4302,88088,5463,38876,3017
32534,50407,3933,66546,9911,77642,9160,37009,3161
32535,42663,9589,63269,9508,68234,6619,22361,6159
32536,70651,7932,81563,7966,90859,8289,35484,7398
32539,59712,4809,63845,4988,76414,5519,32732,2843
32541,80469,5562,95000,3856,101314,10956,58048,6519
32542,45391,6690,49330,6323,51897,5170,26645,8663
32544,38750,20056,38750,20056,39201,23656,-,**
32547,52714,2017,61490,3971,74986,3433,36777,4467
32548,54776,3421,69804,6118,78316,4306,39483,3318
32550,69410,11416,92813,18623,108403,12668,46016,7600
32561,102517,13533,120822,14528,142895,25177,57531,10895
32563,72045,6224,85900,6485,95867,5655,45171,5994
32564,72143,27435,79545,25394,85762,33308,32045,16422
32565,51324,8989,66349,12279,75042,10025,32832,6725
32566,77584,8007,87114,3606,93993,6219,46617,12429
32567,46950,11258,62452,6098,73500,12113,21739,6128
32568,53486,8830,61591,20101,69750,30889,26488,10774
32569,61551,7051,78701,7954,85682,11742,40047,4525
32570,57981,3423,64775,5503,74626,5259,37539,5239
32571,72496,3694,80223,5012,91273,5634,36623,11683
32577,56543,10345,75430,8639,80377,6556,31076,5660
32578,85497,5127,103261,3676,109522,6785,37743,7504
32579,76639,5040,93816,8434,110614,8813,45801,7050
32580,64009,17908,73342,14440,78102,11109,37917,19459
32583,60805,4701,67637,7313,75977,10546,33220,2793
32601,25673,1952,74438,20006,107943,19712,20822,2514
32603,20660,4525,42366,11922,71875,39471,16833,4882
32605,69707,4839,94438,6460,101863,9382,44497,4754
32606,69974,6581,94444,7196,103719,11216,40056,2873
32607,39905,4236,76472,4182,90478,9086,25142,3822
32608,45887,3994,78203,7991,107523,8898,26602,2202
32609,34826,4746,48003,5743,56159,6589,25142,4244
32612,-,**,-,**,-,**,-,**
32615,63043,6185,75217,13745,87988,8534,45921,15525
32616,26528,21921,33222,15418,34225,10071,"2,500-",***
32617,44701,9044,52432,19107,75598,21365,32882,12100
32618,54219,6412,73425,12303,89469,13260,32841,6154
32619,44328,2400,44709,7542,57083,22147,32083,10617
32621,36389,5059,42692,15751,51458,17012,23250,10170
32622,43400,19551,71625,14682,85000,28609,-,**
32625,40563,12284,58274,12956,76250,24689,30417,24337
32626,35572,3135,39416,2742,45091,10096,23727,3228
32628,39263,6050,47500,12277,49950,14592,15986,3559
32631,65449,11821,-,**,-,**,65385,16214
32639,38011,27096,49250,12857,49250,12857,-,**
32640,47103,4176,51419,3235,56031,5760,24167,8339
32641,37540,2799,43961,5373,60132,7560,23432,5072
32643,56171,5084,72439,10448,80979,8005,27731,10261
32648,61442,26193,60577,25115,61538,32549,19792,13055
32653,66471,5896,93232,8312,101781,9442,35604,5024
32656,50063,5080,59261,5929,65845,5686,28212,3996
32658,51875,29434,71250,35045,59167,22526,45278,40595
32664,51875,14051,51786,23855,78000,33649,57639,33271
32666,47457,7026,59250,16420,64468,8354,33807,12876
32667,58892,8179,83400,23904,101458,27194,28750,10022
32668,41438,8919,51058,10776,49568,20823,22461,7800
32669,70356,6460,81813,4943,86642,7774,40954,11122
32680,38496,3245,41923,4164,47664,14219,24987,5004
32681,-,**,-,**,-,**,-,**
32683,-,**,-,**,63542,6126,12500,11340
32686,35910,7317,47629,6497,50397,16017,22917,6108
32692,-,**,-,**,-,**,-,**
32693,38060,2913,48194,7581,61031,3613,21399,3285
32694,47917,10856,64583,12597,80985,21747,33194,16279
32696,45457,4672,60085,4007,67836,5204,24253,4148
32697,38036,27415,27292,25897,25833,19463,-,**
32701,55137,3169,65795,7900,78074,6934,40288,3127
32702,44470,7988,59125,10999,64306,10913,33971,8462
32703,51257,2020,59069,3762,74939,7866,37294,4021
32707,54941,2625,66137,4140,75279,4758,33851,5345
32708,70469,3424,85779,8407,97722,5229,48316,7736
32709,54911,21334,56889,21716,71964,40255,17042,3172
32712,79252,5512,88214,3911,92271,5469,37843,5993
32713,63594,8852,80923,6435,89273,8428,33750,8437
32714,52626,2706,61869,7810,75776,6342,42905,4665
32720,49195,4917,62601,4598,76007,3788,27612,5291
32724,49722,2176,65469,4622,71694,4703,25345,2094
32725,52577,2897,58948,3689,65111,2423,31591,3898
32726,45405,3585,53389,4012,63514,5175,30780,3467
32730,45288,6996,52438,15417,65984,12928,35200,17111
32732,79087,27401,95143,29422,103222,16601,50650,18199
32735,57680,7179,66518,9056,70909,10435,31524,9331
32736,79327,12758,88464,15046,102222,14844,41250,14416
32738,53961,2745,57835,4145,67467,2663,31900,3534
32744,46307,4922,50750,6914,55625,20046,29792,7398
32746,87581,4542,100412,4724,113835,4426,50027,6518
32750,71585,5018,83533,5475,94726,4804,45168,6590
32751,76108,5847,94779,6669,110417,12022,46213,5877
32754,54336,4624,59845,4937,70490,12489,24738,11275
32757,57106,4020,73319,5535,81645,5676,35149,4675
32759,42500,7485,49890,7821,60972,23475,24145,9075
32763,45590,4724,57535,5741,64192,5274,31867,4687
32764,72148,14746,82019,12122,87368,18736,30435,15366
32765,81459,2823,100152,4899,111533,6156,35877,3253
32766,113471,12495,116994,9399,123281,8782,52014,20814
32767,47869,15155,58854,20079,59896,16038,31417,12723
32771,61983,5051,72919,6348,95370,9358,37467,8418
32773,46353,3628,50690,6397,65859,8490,34382,6966
32776,74113,13686,91070,6668,101558,10211,35432,3760
32778,48441,3831,65179,4748,70160,2863,27670,4474
32779,93635,3860,106607,6412,123462,6141,56906,3183
32780,51632,3443,63372,3845,72196,4131,33271,2842
32784,51519,3923,64682,14004,75763,9540,17541,6489
32789,79759,7118,120480,7627,142500,13064,44722,5388
32792,52220,2297,72796,3897,91199,5287,35743,2570
32796,49165,4455,63271,5132,70406,8712,30454,2690
32798,48086,5949,71049,18426,56875,25321,40655,3823
32801,57266,8294,85132,15207,115216,49325,53422,3190
32803,75474,4836,94286,8740,110387,9228,62472,3080
32804,79707,7445,110000,17938,132051,9189,53715,5331
32805,27530,3109,34597,3155,47149,7967,20618,2820
32806,65987,4187,86801,5580,99211,8007,48128,3959
32807,45989,2562,47782,4858,59626,5285,33905,3873
32808,36913,2269,39534,1998,55968,3078,25446,3922
32809,44479,3159,48875,4725,60496,7160,32688,5264
32810,51355,4016,53801,3362,68407,6526,38160,4603
32811,38768,2712,40608,2383,50763,5153,31744,2470
32812,55131,3244,65552,4089,82171,8262,43622,2999
32814,94581,17353,154853,26855,166944,20677,66531,18832
32817,62421,4355,76061,2992,85356,4603,37936,5049
32818,45795,2974,48196,3068,62521,3280,25658,3461
32819,73088,5605,84033,6386,102701,10868,50257,11741
32820,95089,6184,96119,6424,106838,32418,71685,26243
32821,55965,3658,55613,7342,62500,8737,48605,6931
32822,41350,1560,41930,2002,48787,2803,35290,2764
32824,67303,6027,70311,5339,73196,4850,53198,10588
32825,61236,4256,64437,6099,83117,6877,42075,6373
32826,47462,4014,61791,6077,75878,4536,30529,4689
32827,83125,11143,100828,11593,112535,10974,44489,11769
32828,77284,5086,84268,7329,98660,12030,48191,15314
32829,75563,7732,81549,7695,89585,3097,48125,11038
32830,-,**,-,**,-,**,-,**
32831,38875,4634,-,**,-,**,38875,4634
32832,89673,10117,103342,13974,119494,14036,61035,10920
32833,67554,10383,75833,21772,97361,17413,27699,12715
32835,56927,2232,64965,5699,74771,6396,41240,4370
32836,102714,14460,126733,19470,145227,22318,51755,18024
32837,63339,2735,66614,3926,77324,7838,51042,7402
32839,39993,2685,43554,3050,58278,6466,32575,4180
32901,39809,3536,50587,2567,61520,8348,27849,3569
32903,80181,7637,109077,16503,122951,13266,57261,6173
32904,66086,4526,80522,5545,91065,8752,43837,6106
32905,40583,4945,53766,3643,59772,9045,28477,3872
32907,54951,2087,59815,4757,67050,4060,34742,3373
32908,57816,13072,52981,15657,75481,17071,57019,16539
32909,51226,1652,56897,7126,65949,4569,31546,2411
32920,55156,5825,72461,8887,86352,7912,40438,6071
32922,31850,4505,41491,4548,47114,5906,20290,2224
32925,56591,12222,52167,18229,63125,27333,59500,8658
32926,51896,3310,62067,7613,75118,9674,33154,5600
32927,61633,6067,70776,7390,78735,7887,42974,7275
32931,59874,5444,97833,9937,105778,8706,39194,5626
32934,71891,6009,101526,7437,112500,8523,37184,4995
32935,49611,3353,61370,2178,76511,6744,35750,2254
32937,73702,6417,92177,7577,100321,6732,46387,5369
32940,71812,8021,89569,8186,101558,8263,44896,3840
32948,39852,10708,44915,15329,51581,6432,25267,1748
32949,71094,18894,89028,19985,94803,17900,34375,22205
32950,68425,8539,82656,16348,89196,18801,42900,15696
32951,74143,5969,86532,6308,88880,12818,42083,6126
32952,75256,2575,93429,5162,97800,4609,44362,7630
32953,62310,3150,81617,4810,94920,13354,38729,5355
32955,73167,3678,85536,3266,90048,3870,44918,4190
32958,53607,3347,64081,5862,66994,7312,33246,3880
32960,40529,3035,60515,6399,74643,7092,27067,3799
32962,48841,2979,59177,4216,62044,4780,33464,3367
32963,112755,16495,147973,12943,149155,13977,67971,15108
32966,50172,3505,66760,2835,69655,4397,32468,4233
32967,51625,5243,65222,13362,81060,5995,28764,7400
32968,78948,4777,85125,11493,91058,10226,44054,10756
32970,13375,5711,-,**,-,**,-,**
32976,37577,3314,45635,7134,52500,11848,24563,6408
33001,50216,11514,70083,36951,70333,47299,43676,19030
33004,42469,7707,57440,11024,69901,9817,30708,3129
33009,38665,1880,46695,3228,54786,6160,29340,3614
33010,30000,2292,36846,2196,43114,3015,15205,1396
33012,31320,1548,38052,3290,46954,3404,14616,1183
33013,36280,2578,46370,4272,51268,7163,16134,2528
33014,42700,2924,46555,5914,56585,7232,22299,7830
33015,53046,2252,57520,3469,68019,4487,26497,3552
33016,49526,3721,52732,3592,64437,3881,25402,5254
33018,66889,4409,68629,4271,75468,4065,35861,4820
33019,80000,8200,108832,4972,110775,8149,54525,5425
33020,43494,3115,50946,3224,65389,6110,31902,3329
33021,60289,3133,69468,4377,85775,7803,40117,5219
33023,52783,1647,54309,1835,66704,3644,35662,4114
33024,61470,2485,69245,2999,82370,4978,35918,3760
33025,58483,3778,66098,4784,80713,4827,46055,2249
33026,80232,5416,93990,4299,108667,6871,39647,5417
33027,63414,6782,82806,8020,94365,11704,27287,7938
33028,104271,4409,109199,5172,118381,8074,62699,12119
33029,113082,7159,117723,7698,123564,12313,70119,27829
33030,39925,3584,37761,4631,52121,5366,21979,6879
33031,78547,13762,83239,12101,85635,10987,70811,35594
33032,54420,4101,52833,5137,72231,5056,36450,9342
33033,49485,3129,47500,2852,60300,6666,33786,6483
33034,35529,4380,31250,4101,42032,8838,24414,3272
33035,70608,3893,70528,13849,85192,6409,39831,17451
33036,83261,4629,93750,20503,113958,25289,62695,10515
33037,67917,6585,74441,6967,81250,6396,43235,13633
33039,72500,34982,89432,6555,-,**,-,**
33040,69702,2785,80682,5095,91957,3904,48333,6208
33042,86739,9249,101921,10769,104489,13943,50234,7339
33043,58571,17077,89125,7590,91050,6366,37094,7398
33050,57537,6321,67708,6170,89214,8341,42703,3123
33051,100192,30852,120875,26142,120875,26142,72083,20792
33054,26919,3112,33100,5497,60431,9692,14502,2523
33055,45306,2471,48644,3775,58259,6052,27593,4185
33056,41769,3229,46568,4142,60610,9911,24195,2657
33060,44647,2956,48977,5764,65053,9635,33010,3990
33062,64812,4244,90588,6864,94337,7767,44598,4965
33063,46450,2269,61284,3109,70345,6192,28168,3487
33064,53238,2170,57354,2947,75070,5153,37070,4020
33065,55686,3169,60707,4136,74387,4552,39040,2882
33066,50674,4051,68128,3843,75955,9841,32034,3270
33067,103337,9234,124747,12311,144428,16874,67604,8718
33068,45613,2993,54069,3607,63818,4877,31596,2682
33069,49732,3688,58622,5140,67500,10745,36095,5611
33070,73676,12817,105547,14346,115685,14102,37194,7879
33071,91999,4758,100531,5035,118547,7906,53991,7106
33073,77158,3439,79277,3463,94655,16414,57434,8268
33076,136343,8587,142332,9871,154583,12699,68547,16000
33101,-,**,-,**,-,**,-,**
33109,200577,163248,-,**,-,**,"250,000+",***
33122,52321,50091,-,**,-,**,72813,53709
33125,27544,2122,33606,3282,39355,5464,15175,1500
33126,37241,2818,41600,3484,49676,3501,22694,5157
33127,30633,1354,37716,3324,45330,7241,15879,2413
33128,19482,2782,26481,7297,30606,10674,12140,2263
33129,78105,10170,96176,18184,114063,30426,64019,16010
33130,34937,4906,38175,5313,44225,7683,29465,5432
33131,101248,3174,122077,22245,141151,35504,83760,13521
33132,80577,7335,100320,15734,107625,19880,64401,8260
33133,66683,4814,73523,19763,111184,11296,47926,6411
33134,68868,4430,94786,7263,113192,10142,38586,5624
33135,27857,1953,30983,2210,33432,3905,19788,3205
33136,26336,2553,30618,2870,42548,8123,21224,4002
33137,63650,3433,71164,15397,86968,7988,58875,7311
33138,51262,4301,60076,4345,100602,14787,31187,8181
33139,53327,3766,70253,5561,93235,10761,45319,4634
33140,76960,7685,109531,8756,128276,13350,48996,11314
33141,49861,3320,57092,3238,66757,14138,36346,6126
33142,26424,1753,33345,1838,41837,2266,14554,1362
33143,67042,5856,101000,12298,124109,11494,37872,6497
33144,48632,4245,52059,6830,58887,12436,28837,6405
33145,54288,5900,60873,5098,75802,10735,40197,10245
33146,117500,25966,177067,22498,192101,34736,68348,14714
33147,32808,2692,36743,2276,45874,4550,20825,5396
33149,151190,19494,180640,18842,199267,22750,71313,23050
33150,29782,3251,36719,3271,54133,10000,20316,2411
33154,76690,6732,100589,12765,128250,11944,51747,15889
33155,68699,6463,76987,4862,89286,9001,41786,6807
33156,117491,12921,155366,10086,180409,12807,58228,11037
33157,65099,3557,70447,4228,96343,6577,26957,5334
33158,170673,19593,184712,30403,205543,34676,72500,19225
33160,51790,2594,77376,6882,90942,8962,32178,3333
33161,40093,2924,43391,2221,53833,4024,29242,4676
33162,45080,2580,48996,2410,59268,5444,25645,2796
33165,53998,3854,61366,4298,66752,5662,23950,3123
33166,54362,4241,59189,4379,73472,10649,43658,5641
33167,37474,5960,43498,6952,47540,10728,16220,6062
33168,48894,2577,49428,2361,56627,7680,26698,3732
33169,45711,2656,50124,6468,61344,4130,28089,3563
33170,45929,8196,44654,9112,60625,5259,17500,12528
33172,50139,2912,51775,2892,57969,7077,35603,4268
33173,68382,6071,80685,10197,95228,5686,48765,7658
33174,51442,4611,59488,5336,68774,7001,20877,7031
33175,58945,3783,62779,4812,75693,5687,26184,4703
33176,72998,4724,88375,7366,110707,15725,43044,7043
33177,61033,3245,62131,4663,72368,4080,39454,5190
33178,79707,4629,80114,5482,91708,9192,66548,14715
33179,49016,2519,58475,5390,71623,3766,31357,4979
33180,74091,6511,100599,11475,118722,11939,45256,5269
33181,46139,4315,54375,4290,64763,13973,31031,7001
33182,80213,9606,83110,9983,92205,7342,38304,12379
33183,59797,3945,65737,4007,85218,8150,32823,6612
33184,53480,8873,60990,4786,70990,5598,17107,4327
33185,89327,3889,89825,6899,102558,14963,43293,11522
33186,70529,2800,73533,4070,86397,6091,48214,9893
33187,80629,8674,82485,10617,97344,18303,42910,9077
33189,58190,4412,66635,7677,77978,14018,36646,7832
33190,64332,6691,63200,5197,78125,14437,32440,19585
33193,63337,3351,64294,2894,80785,6217,35057,6546
33194,118125,6056,120456,9968,120585,10485,76953,45021
33196,76787,3934,80442,3554,91267,4600,46741,8391
33301,99382,8208,147589,18666,158472,17757,71201,5575
33304,58290,4855,80788,19550,103009,9363,52987,6655
33305,74095,6052,126193,19202,143025,16924,51355,3686
33306,71357,23008,108452,18206,115781,26786,54052,14945
33308,64792,3876,98188,10014,112628,16896,50556,5670
33309,55134,3878,57943,4580,75673,9642,44525,5312
33311,36649,1687,41071,1743,54034,3189,25245,3323
33312,58144,4173,60772,5261,80657,5037,46653,4940
33313,38201,2515,44563,2686,55450,3833,24846,3076
33314,51635,4022,53950,3998,68878,10369,43038,5110
33315,76507,3944,85047,8969,90821,10042,62310,14524
33316,67477,8009,106201,10462,116959,19230,49426,8398
33317,67878,5330,76221,6352,95166,11534,42107,7142
33319,44993,2758,54466,3537,62835,6670,31384,2801
33321,49784,3808,58972,2558,64488,5900,34335,3104
33322,48179,4001,73510,5224,78857,3490,27865,2907
33323,88946,6050,103806,7789,111579,6594,56136,7747
33324,70461,4249,76828,4112,92126,7022,52180,4452
33325,82805,7515,89604,4291,107874,5785,42787,8124
33326,93197,6844,101440,5684,112368,6212,52623,8645
33327,117906,20275,120806,20299,134917,24504,88007,14028
33328,92227,5415,108851,6234,122844,7935,48573,6743
33330,130208,19459,143066,16316,154342,13882,52917,13009
33331,125608,5373,127193,7032,138834,12325,86603,19248
33332,139984,14750,148153,13596,149847,15469,-,**
33334,52303,5560,61776,3880,75061,9409,43374,4448
33351,60848,6825,65297,4023,76294,7951,45361,7657
33401,50824,3743,65106,4687,88553,13590,42383,3674
33403,58371,5323,67172,6111,75848,11523,43021,8504
33404,44165,2154,49577,5473,71000,9994,35602,4515
33405,55000,5778,69838,11428,87873,9141,41078,6241
33406,62785,4722,67214,5720,78432,4867,42895,4132
33407,45093,3950,50842,4886,63913,5376,35204,4215
33408,76030,6693,111875,9844,124193,10320,49833,4772
33409,49641,2698,50200,3765,60845,7107,44099,4024
33410,76371,5008,101540,4141,114895,4689,52759,2685
33411,75019,3486,87086,4251,97629,2959,48121,4945
33412,101196,13923,105746,4320,109850,8122,65291,13810
33413,64714,7005,68909,5062,79678,5978,46893,11734
33414,86553,3827,96694,3903,107262,3992,53388,5922
33415,43567,2159,49070,2764,58626,3914,27785,2699
33417,37924,2075,49123,3590,54485,5386,27571,2756
33418,96311,5783,117151,8358,132139,6767,54227,5279
33426,61239,3605,67447,4323,72129,4489,53345,5002
33428,71239,5752,83680,4293,100056,11357,34241,4876
33430,24615,3399,32392,4810,52357,5981,12307,3253
33431,81381,7339,116021,10093,128867,15845,43125,12004
33432,77250,5920,111719,8801,124203,13842,48799,7234
33433,63774,3269,88015,4057,101371,8928,42911,3428
33434,60457,4794,98813,7646,109583,9340,33515,4747
33435,52210,4281,62492,3573,73690,5649,36924,5388
33436,60422,3581,74680,3417,83084,2670,40925,2553
33437,64612,3822,79953,5685,83631,3152,39475,5301
33438,58750,26949,56250,49137,85114,81405,-,**
33440,40883,3127,48678,8139,66299,10354,20774,3489
33441,48778,2460,55036,4669,70875,10847,37721,3615
33442,49599,2405,65732,5058,74631,6092,33052,4034
33444,56722,5804,61806,6404,78654,14230,50027,7848
33445,55274,2588,70997,4515,79024,3078,42782,3645
33446,57383,5052,86661,10800,92526,9779,33802,4209
33449,124107,14874,133111,13063,141025,8826,48844,6061
33455,56987,5917,79258,6207,85199,5751,35399,4203
33458,85811,5941,104681,6217,125767,5260,53218,4267
33460,42329,4261,46700,4665,59420,8910,35057,4740
33461,44107,1742,47457,3558,59720,6225,32097,4913
33462,53428,2701,63067,3834,74919,13263,39531,4090
33463,54417,2490,58693,3422,73293,7014,35229,4696
33467,71821,3126,88627,4204,100717,6138,40261,3217
33469,82443,7209,105817,9235,118150,6491,49736,8517
33470,85648,7201,94490,8053,103369,7484,47500,18275
33471,40074,3905,50972,11483,54213,11835,24362,4697
33472,76543,5034,85152,9196,91388,9802,47460,8471
33473,145245,19561,146714,15115,145193,21152,103947,78610
33476,22199,3917,30458,3151,38992,7182,15570,4860
33477,81883,8503,112944,11526,120898,14097,52644,6972
33478,109847,6854,115594,9654,122569,12535,62500,14620
33480,116901,16973,193750,52874,199792,52984,79036,20575
33483,90280,7136,121838,21204,156782,15294,63011,12983
33484,45200,1941,63219,8662,68917,8350,30328,1762
33486,80970,11315,112719,9562,128672,11756,40304,10076
33487,76786,8610,98919,5686,111338,11799,53750,14080
33493,31850,7288,41518,10307,61964,21079,19063,2974
33496,94816,8537,136283,12223,151218,17507,56235,8685
33498,107242,8880,121316,12099,127438,11825,60066,28925
33503,-,**,-,**,-,**,-,**
33510,59061,3935,66282,2177,80302,6084,39113,2689
33511,59862,3021,66996,3627,78915,5344,41807,2113
33513,39758,3841,48199,9286,59167,6634,21094,11170
33514,40994,13109,52778,29352,53750,40874,28068,12398
33521,31167,9356,42000,21103,55750,38928,21500,7933
33523,48365,2928,54123,2840,69261,7168,29413,6228
33525,55103,2799,62439,5791,73110,6252,26250,5285
33527,62171,4548,73136,8818,77763,4484,27606,4350
33534,54125,9127,64640,9892,77868,7708,37533,10803
33538,36953,2864,49648,13030,62873,13507,19900,7197
33540,35812,2865,53646,6848,56758,7013,24046,1410
33541,41681,2995,51066,4009,53834,3524,29631,2370
33542,35095,2614,45793,4201,50043,1874,23270,1924
33543,85855,4977,93199,5094,105982,3143,52883,6413
33544,84122,4349,89679,6772,100483,8432,49480,2974
33545,81687,4274,84570,7973,95402,8241,57806,7859
33547,107489,7059,118833,7539,132031,8001,42336,16916
33548,111841,8295,126784,7650,134714,12041,40263,10943
33549,73251,4181,88082,6104,94760,7495,38934,5011
33556,103983,5721,116552,6420,124066,8792,45515,5874
33558,82928,4619,112988,9753,123857,7610,39492,6494
33559,68895,7951,81485,8892,91712,8086,41806,6395
33563,46554,3389,53672,2714,60310,6017,27179,5806
33565,53606,4732,63750,5985,77167,8418,33934,5522
33566,65064,5123,76492,4782,87655,6924,39408,7823
33567,60170,6683,65859,13857,80407,5664,28065,10725
33569,70583,5242,81926,4314,86926,10011,40047,8246
33570,51429,3897,59730,5179,70334,6054,29342,3015
33572,88654,5178,104277,8849,113623,6331,45509,9408
33573,48644,2808,68279,4685,69740,4743,31422,2521
33576,63433,6520,76324,9304,82283,13211,36000,8326
33578,64181,3186,75368,4584,95762,4832,50753,3695
33579,85033,3663,90962,6766,98318,5582,60736,14155
33584,62004,6582,72113,4168,84559,5944,39025,4388
33585,51326,16739,63705,19796,63571,17077,20515,11197
33592,42308,5607,55292,5756,68639,6823,22352,1472
33594,64854,2634,74306,4183,86653,6042,42762,9158
33596,98993,5987,107984,3591,114558,5458,48304,9453
33597,45335,7511,53387,4452,58750,8252,24631,3762
33598,66961,3925,67648,6582,77292,10608,57875,18710
33602,72824,5497,118676,16711,152969,21350,56500,5075
33603,48197,3851,58554,5118,82636,9664,37510,3571
33604,43094,3262,50730,3079,64989,8411,30005,2803
33605,25855,2738,30842,3789,46653,6703,17779,2196
33606,80878,6197,129766,11672,161094,22877,61503,6561
33607,44806,3206,54605,9826,74375,13751,34682,5160
33609,71225,7774,110109,11280,123219,14491,52306,7916
33610,36742,1812,42122,3201,56075,5684,24652,4517
33611,67421,7435,97317,5073,119183,9291,44536,4783
33612,32200,1751,41617,3118,56474,3388,23591,2805
33613,34932,2863,44956,3193,71886,10541,27283,2370
33614,41954,1925,44049,1492,47500,3628,31826,1810
33615,51672,2111,55415,2904,71662,5576,38200,3132
33616,63074,3767,81098,8905,107061,7450,51208,4305
33617,39700,2135,45611,3862,73661,2905,31383,1313
33618,70605,2819,96310,8342,107757,4672,45912,2696
33619,44085,2295,44698,3166,55318,3921,38672,3753
33620,-,**,-,**,-,**,-,**
33621,72428,6169,72604,6548,73958,9650,-,**
33624,69910,4628,80283,3897,95056,4234,51310,3331
33625,68634,4718,75513,6143,95760,6157,50337,7467
33626,107269,7358,123539,7039,136991,10938,62742,11796
33629,128248,6977,163491,18657,188309,14883,52277,11840
33634,57423,4915,62564,6157,69705,9714,41512,4468
33635,63899,6075,74282,17560,96978,9800,55489,7080
33637,52004,4321,61167,8635,73467,7290,45164,6908
33647,88649,4455,106075,3912,117866,3607,57723,4057
33701,39251,2533,90878,18655,111492,19603,32022,2321
33702,53243,4129,73283,7043,87489,6361,36948,2566
33703,77953,9523,97596,10168,113044,6663,48574,11285
33704,83031,6106,124757,13440,148098,11890,50746,3390
33705,50637,2930,65873,7256,91969,5675,37223,3514
33706,75636,4912,102708,6416,105725,7419,50801,5043
33707,51279,2641,69233,4382,81864,7453,33241,2716
33708,62924,2450,83996,7215,88797,5923,40886,3598
33709,42111,2103,56933,3381,66405,4142,30142,2730
33710,60463,3307,77995,5177,88045,6814,40674,4679
33711,46628,3590,60061,12087,83885,10350,32645,6017
33712,47690,2929,55407,3677,77534,9619,32599,3205
33713,56999,4458,69638,5999,79800,5940,38419,4725
33714,38245,2575,44471,6176,58704,4192,26498,3348
33715,91386,5242,105607,8053,105607,8032,60064,4483
33716,56867,4757,79207,3637,88400,5442,46428,4570
33744,-,**,-,**,-,**,-,**
33755,39406,3876,45884,2616,65032,11868,27887,2360
33756,44271,3426,61314,4486,80565,7018,27781,4253
33759,52344,3471,75554,4807,84065,4631,33340,3505
33760,52465,4611,55985,6968,73628,5926,42074,4489
33761,54151,5144,77270,4783,85917,7512,32810,4107
33762,68411,6354,98681,9399,102500,11648,51458,9712
33763,44790,3111,61490,9109,65086,7062,32543,3044
33764,52760,3142,74711,6514,81554,4601,38307,1839
33765,46297,3567,66250,9554,73125,6673,32153,4735
33767,83770,13275,110833,14813,115583,9585,61979,10263
33770,46355,4060,62366,8772,78269,7974,31953,2894
33771,42528,3336,52327,3800,60766,5364,31147,2004
33772,55200,5365,71237,5249,81402,7802,33243,4177
33773,52884,3733,74461,9753,86383,5126,28186,3418
33774,55394,3973,70613,9478,84654,7899,37204,3912
33776,80703,5906,95840,6655,101944,10775,48785,9066
33777,65207,7270,85602,5750,90763,6568,33234,6998
33778,50150,3517,70732,6691,82188,9896,28427,3653
33781,42936,4152,54043,5179,65613,7264,25580,2976
33782,54063,6118,65755,4938,76433,7611,31952,3149
33785,72222,6158,105375,20359,114129,6640,49375,12456
33786,85500,17940,124500,20012,137639,28524,49167,12507
33801,36031,2751,43914,3008,52141,3801,23651,3345
33803,52832,1949,60627,3694,73774,7660,35344,6029
33805,34525,2751,39460,3095,58125,8950,26633,2513
33809,54465,3656,64392,4293,72991,6574,32986,4717
33810,58285,3412,63522,2630,71071,4122,39860,3537
33811,62678,2819,73892,4471,80527,3462,40850,4283
33812,79688,5960,91094,12288,101879,4722,47050,10002
33813,83521,4081,92760,4150,101310,5635,47558,6243
33815,32193,3053,41558,3161,55161,11002,20791,3478
33823,50309,3087,56367,3827,69306,5575,27450,5327
33825,38579,3150,47460,5831,55010,3776,25780,4144
33827,62631,12005,64415,11631,72813,17459,-,**
33830,51083,4261,63622,5153,79241,2882,24591,3407
33834,48471,5840,53583,10500,58540,5193,24852,14083
33837,57337,4617,63528,3788,72133,3817,30969,5347
33838,38899,10937,46200,9793,43378,13029,17188,4393
33839,50335,7859,62833,17744,76691,19096,30809,19335
33841,43653,4674,56838,6510,64962,8023,28333,5198
33843,42668,2936,50191,4409,56477,7269,23750,4540
33844,41883,3404,45162,3510,56258,3980,26220,3351
33847,65750,30886,70208,44159,71875,17264,-,**
33848,55750,38098,56028,39256,-,**,-,**
33849,45640,15841,46211,26184,58571,41881,-,**
33850,48341,4437,53623,9166,59095,11198,36023,11246
33851,48519,5772,52375,12070,56250,21074,30288,8561
33852,39421,4032,44947,4193,47495,3495,27564,3673
33853,37689,3002,55092,9344,72399,13292,22434,5210
33854,33750,25765,-,**,-,**,31683,12172
33855,-,**,-,**,-,**,-,**
33856,27986,9933,30781,16801,30781,16801,27639,13957
33857,28546,11467,32617,29056,27036,25827,27917,10514
