zip_code,Estimate!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),Percent!!SEX AND AGE!!Total population!!15 to 19 years,Percent!!SEX AND AGE!!Total population!!20 to 24 years,Percent!!SEX AND AGE!!Total population!!65 years and over
45861,106.2,5.6,8.2,12.9
45862,104.6,6.0,3.1,16.8
45863,100.3,8.7,9.6,11.9
45864,127.1,2.5,1.9,34.6
45865,94.1,6.5,4.8,18.0
45866,131.3,3.6,1.8,19.8
45867,128.3,8.9,3.0,18.7
45868,114.9,6.8,5.0,14.9
45869,103.1,7.7,3.6,13.7
45870,80.4,1.4,9.4,10.1
45871,111.8,5.5,4.5,17.9
45872,103.8,5.3,6.7,14.7
45873,103.4,7.2,2.6,24.0
45874,122.7,7.2,5.3,17.6
45875,97.2,6.0,6.5,16.0
45876,103.4,5.0,8.3,15.4
45877,105.8,5.3,5.0,18.8
45879,95.5,8.0,5.7,17.9
45880,102.6,4.4,4.2,15.9
45881,96.9,6.2,3.1,26.9
45882,94.7,8.9,3.5,26.3
45883,106.6,7.0,5.9,13.5
45884,73.2,0.0,0.0,0.0
45885,96.1,6.5,6.3,19.1
45886,104.6,8.4,4.1,8.1
45887,94.9,5.6,4.2,17.0
45888,178.7,3.1,5.3,20.2
45889,91.1,4.3,0.9,8.2
45890,97.4,6.9,5.1,12.5
45891,91.5,5.2,5.8,21.1
45894,107.9,7.5,0.2,14.4
45895,100.9,6.4,6.2,18.8
45896,101.4,5.8,8.0,16.7
45897,-,-,-,-
45898,83.9,4.3,4.6,19.4
45899,66.7,4.0,2.4,25.6
46001,99.8,5.1,4.3,21.8
46011,88.0,5.6,5.2,21.6
46012,88.7,7.7,9.1,21.9
46013,89.7,4.4,5.9,21.5
46016,101.0,5.6,7.3,10.9
46017,94.3,6.2,7.4,18.6
46030,94.1,6.2,8.6,20.5
46031,101.7,8.8,5.1,13.3
46032,92.2,8.3,5.5,12.7
46033,94.0,7.5,3.5,14.9
46034,97.5,4.9,4.1,21.4
46035,91.4,7.4,7.9,17.2
46036,95.1,7.4,5.7,18.6
46037,94.9,6.3,4.4,9.3
46038,96.4,6.4,6.7,9.1
46039,110.8,0.0,0.0,40.0
46040,100.2,7.1,4.2,10.3
46041,99.8,7.5,5.8,15.0
46044,94.3,9.8,3.8,19.2
46045,200.0,0.0,0.0,15.4
46047,211.1,0.0,0.0,0.0
46048,87.0,9.2,4.7,10.0
46049,115.5,9.7,7.1,17.4
46050,87.9,5.8,5.3,12.8
46051,95.6,4.8,1.6,17.6
46052,94.4,6.6,7.0,16.0
46055,95.2,6.7,2.3,12.7
46056,96.1,5.4,2.9,16.7
46057,98.9,6.5,14.5,6.2
46058,105.9,5.3,2.0,25.2
46060,93.3,7.9,7.3,9.9
46062,100.5,6.6,5.5,14.4
46063,134.4,11.0,4.8,10.8
46064,159.5,8.1,5.1,11.9
46065,100.2,8.0,4.8,17.2
46068,96.7,6.2,5.4,17.5
46069,106.1,5.9,8.9,14.6
46070,105.1,6.8,5.6,16.3
46071,108.2,6.4,4.1,20.4
46072,94.3,5.2,4.6,21.9
46074,95.8,7.2,4.8,10.2
46075,97.0,4.5,5.1,7.3
46076,98.1,6.6,16.0,16.8
46077,99.6,7.6,3.8,9.3
46103,97.6,8.6,4.3,9.3
46104,144.0,6.0,4.3,26.8
46105,129.7,3.7,11.2,10.1
46106,93.5,5.4,8.3,13.8
46107,86.4,7.5,5.6,16.3
46110,103.1,3.4,4.3,21.3
46111,127.9,7.7,9.7,15.3
46112,109.8,7.8,4.5,13.6
46113,100.9,8.4,5.8,9.6
46115,83.8,5.6,4.7,18.7
46117,105.0,12.0,5.8,17.8
46118,102.8,6.1,4.7,20.0
46120,99.3,5.5,5.7,20.7
46121,92.7,5.1,11.1,15.4
46122,88.4,9.2,8.2,14.6
46123,100.0,7.7,6.3,12.2
46124,112.1,3.9,5.7,12.1
46125,205.6,0.0,0.0,32.7
46126,102.4,7.4,7.0,16.1
46127,127.8,0.0,8.7,30.7
46128,123.8,3.6,4.0,23.4
46130,130.9,6.6,6.6,18.5
46131,94.4,6.7,5.9,16.0
46133,112.0,1.8,6.6,18.4
46135,122.2,10.5,11.1,16.9
46140,94.1,6.4,6.4,17.1
46142,92.4,7.1,6.5,16.0
46143,95.8,6.0,5.6,13.8
46144,155.8,5.3,0.0,30.8
46146,128.6,2.4,15.1,0.0
46147,101.2,8.4,8.9,12.5
46148,111.5,7.3,8.2,17.4
46149,87.9,5.5,3.8,12.5
46150,106.7,8.1,0.0,13.5
46151,98.9,5.8,6.5,17.1
46155,315.4,9.9,0.0,4.9
46156,102.1,7.2,9.0,21.3
46157,119.8,5.4,4.6,14.0
46158,92.8,7.1,5.8,15.9
46160,104.7,5.1,8.6,21.0
46161,92.0,5.7,8.9,15.8
46162,188.1,2.5,12.1,25.2
46163,98.2,7.5,5.9,15.8
46164,100.2,8.4,7.5,18.2
46165,101.9,5.5,2.8,21.4
46166,104.0,5.6,4.2,10.7
46167,88.8,6.7,4.6,14.3
46168,103.2,5.8,6.9,14.7
46171,116.7,5.9,2.6,14.1
46172,95.0,7.0,5.2,12.6
46173,87.6,8.0,5.9,17.4
46175,87.8,9.1,4.0,7.4
46176,91.1,5.8,4.7,16.7
46180,98.8,8.0,1.6,22.7
46181,103.3,6.3,5.8,14.3
46182,119.3,6.2,4.7,22.0
46183,-,0.0,0.0,100.0
46184,103.5,8.5,5.8,11.2
46186,95.0,8.1,3.1,15.8
46201,99.7,5.2,5.0,9.5
46202,120.1,5.3,16.6,7.7
46203,99.3,5.0,5.4,11.7
46204,158.9,2.5,13.6,7.1
46205,90.4,5.4,7.3,10.1
46208,80.6,11.9,13.1,11.1
46214,83.2,5.9,7.8,12.2
46216,91.1,1.7,8.9,27.6
46217,100.9,6.5,4.7,12.0
46218,89.4,7.3,6.8,15.2
46219,91.8,5.1,5.1,16.1
46220,93.1,3.9,6.1,13.0
46221,106.3,6.4,6.6,11.0
46222,98.6,7.6,9.0,8.6
46224,100.3,6.3,8.3,8.0
46225,104.9,3.2,6.9,13.0
46226,81.2,5.6,5.5,13.1
46227,92.2,6.0,9.0,14.9
46228,95.1,6.0,7.5,15.5
46229,86.8,7.9,5.6,12.9
46231,98.2,6.9,4.3,8.1
46234,91.9,6.6,6.5,13.0
46235,80.1,6.6,7.5,8.0
46236,97.9,6.9,4.9,12.3
46237,90.4,5.5,5.8,14.2
46239,99.4,7.1,5.9,9.9
46240,85.8,4.4,6.3,21.6
46241,93.8,7.3,6.6,10.2
46250,94.1,3.6,8.2,13.6
46254,85.1,6.2,8.3,8.5
46256,89.5,7.3,5.9,15.7
46259,101.4,7.5,4.8,12.6
46260,85.9,5.4,6.9,15.5
46268,88.2,7.2,6.0,14.4
46278,95.2,6.6,7.9,15.1
46280,94.2,5.1,3.1,14.9
46290,96.8,0.0,0.0,54.5
46301,83.0,2.5,2.3,47.3
46303,105.9,7.2,5.4,14.5
46304,102.5,6.4,6.1,16.1
46307,95.3,7.0,4.9,17.6
46310,105.6,7.2,3.8,20.3
46311,96.7,6.2,4.9,19.2
46312,91.6,6.1,6.7,14.1
46319,105.8,5.5,7.7,13.9
46320,83.2,8.1,8.2,11.5
46321,99.9,6.2,6.8,19.2
46322,95.4,5.3,5.2,18.6
46323,95.1,7.8,7.2,12.7
46324,98.3,7.1,6.3,12.4
46327,94.4,9.4,10.0,9.5
46340,87.8,8.6,0.0,17.8
46341,93.0,7.2,6.8,13.6
46342,92.4,6.3,5.7,15.6
46345,183.3,22.9,1.2,24.1
46346,93.9,7.4,7.7,13.6
46347,96.6,6.6,4.0,17.0
46348,95.3,4.6,4.5,21.0
46349,113.5,4.6,7.4,16.8
46350,95.0,6.4,6.0,18.1
46356,103.9,7.9,6.3,15.8
46360,102.1,5.4,6.0,18.1
46365,110.3,6.4,4.5,31.5
46366,90.0,6.6,5.2,18.3
46368,92.3,6.8,6.5,15.7
46371,109.3,6.8,5.1,18.4
46373,91.3,7.8,4.9,17.2
46374,102.6,6.0,8.0,9.3
46375,93.9,8.6,6.3,17.6
46376,78.7,10.7,10.7,9.9
46377,102.4,9.9,0.0,44.0
46379,710.0,0.0,0.0,0.0
46381,81.4,10.8,0.0,43.2
46382,87.2,6.7,2.3,19.5
46383,101.3,7.8,9.1,15.5
46385,97.0,6.4,5.0,16.6
46390,101.8,7.9,3.2,14.5
46391,285.0,5.1,10.5,7.6
46392,94.3,6.3,8.4,18.4
46393,157.4,0.0,3.0,10.1
46394,93.2,7.0,9.5,14.6
46402,84.2,7.6,8.8,18.8
46403,83.4,5.2,7.7,18.7
46404,81.7,8.1,5.7,19.6
46405,110.5,4.1,6.1,12.1
46406,88.2,6.1,8.2,16.0
46407,84.6,6.6,5.7,19.0
46408,90.6,4.9,6.7,16.3
46409,92.2,6.9,6.6,16.8
46410,88.2,6.6,6.1,15.6
46501,98.5,7.5,4.5,16.6
46502,100.0,0.0,0.0,0.0
46504,105.4,6.6,4.0,13.1
46506,98.5,6.9,4.1,17.7
46507,91.4,6.3,6.3,15.7
46508,109.3,7.1,3.5,23.0
46510,109.4,8.3,5.5,17.8
46511,91.2,5.8,5.7,25.3
46514,93.8,6.0,5.1,18.4
46516,100.0,6.5,5.8,10.8
46517,92.6,8.1,6.2,12.9
46524,115.4,8.3,7.2,14.7
46526,97.5,7.7,7.3,17.7
46528,107.3,6.8,7.3,11.1
46530,96.4,7.6,3.6,14.6
46531,122.1,7.5,2.6,20.7
46532,82.3,3.9,5.5,18.4
46534,97.5,7.4,5.4,16.5
46536,91.2,3.2,6.4,17.9
46537,129.7,4.2,11.5,15.8
46538,99.2,3.2,5.3,18.9
46539,91.8,7.0,6.1,16.0
46540,117.3,9.2,6.8,13.2
46542,105.0,5.8,7.9,13.0
46543,119.6,9.0,9.6,6.1
46544,96.6,7.0,5.9,15.4
46545,92.4,7.2,8.3,17.8
46550,92.5,7.9,6.6,13.3
46552,103.4,5.0,5.1,19.1
46553,107.3,6.0,2.0,13.8
46554,99.9,6.0,4.2,19.7
46555,110.1,6.4,5.5,31.1
46556,93.4,38.0,50.2,4.0
46561,91.7,6.2,6.0,12.1
46562,96.1,6.0,6.6,16.4
46563,98.3,7.8,7.0,17.2
46565,92.9,7.9,7.3,9.7
46567,103.8,6.0,4.5,18.7
46570,97.4,4.4,7.3,16.2
46571,109.7,9.3,5.6,8.1
46573,103.2,7.7,6.1,19.4
46574,89.5,7.1,6.4,17.2
46580,101.3,6.9,6.9,16.4
46582,99.1,6.1,6.1,12.9
46590,87.9,12.5,11.7,14.2
46595,35.7,9.8,5.3,10.5
46601,124.3,5.0,9.3,11.3
46613,93.7,12.9,11.4,7.5
46614,93.3,4.5,5.3,20.1
46615,91.4,8.4,6.3,10.6
46616,95.1,6.8,9.2,10.2
46617,104.2,7.3,10.3,16.7
46619,94.0,7.3,6.2,13.7
46628,89.2,4.9,4.6,15.3
46635,83.8,4.6,4.7,26.7
46637,98.6,7.2,12.6,16.4
46701,113.8,5.4,6.7,15.4
46702,108.2,7.2,2.1,15.8
46703,105.5,6.1,10.0,19.7
46704,90.0,0.0,0.0,0.0
46705,114.5,7.2,3.3,12.9
46706,103.3,6.4,5.9,16.5
46710,93.2,6.9,6.7,15.4
46711,90.7,7.3,6.0,14.4
46714,97.7,7.5,5.5,18.6
46721,111.0,8.4,4.3,12.9
46723,99.0,5.8,6.6,13.4
46725,99.7,5.5,5.4,19.5
46730,92.8,6.8,7.5,27.4
46731,104.0,4.3,10.8,18.6
46732,96.5,4.9,6.1,8.7
46733,102.2,5.9,4.9,17.6
46737,97.2,5.6,3.1,23.9
46738,87.8,5.2,6.7,14.8
46740,98.2,8.0,9.8,12.1
46741,101.8,9.8,6.0,13.0
46742,98.1,10.7,4.4,17.7
46743,108.5,6.1,7.0,18.0
46745,102.3,9.6,4.1,17.0
46746,120.7,13.3,11.9,12.1
46747,109.5,7.5,4.1,20.2
46748,94.6,11.6,4.2,10.2
46750,95.4,6.9,7.4,17.0
46755,96.2,8.6,6.6,16.8
46759,90.3,0.0,2.4,19.1
46760,80.1,2.2,4.3,15.1
46761,95.9,7.2,6.2,14.4
46763,88.1,4.9,4.1,20.2
46764,116.4,3.4,2.5,16.0
46765,106.4,10.3,5.0,16.0
46766,126.1,8.5,2.3,11.8
46767,99.1,8.1,6.8,11.8
46770,98.2,5.2,6.8,17.7
46771,-,0.0,0.0,0.0
46772,115.0,13.1,7.5,9.5
46773,115.1,6.4,6.2,18.8
46774,96.3,7.3,4.6,16.8
46776,123.6,9.0,5.8,14.5
46777,87.9,4.8,6.5,17.6
46779,97.4,7.1,4.2,17.1
46781,104.5,9.2,6.5,17.2
46783,100.9,7.1,4.7,13.9
46784,95.9,7.9,3.5,15.1
46785,90.7,10.8,5.5,9.6
46786,50.0,0.0,0.0,64.1
46787,96.0,8.8,5.3,12.9
46788,105.4,6.1,3.8,9.9
46791,112.5,5.0,5.5,6.2
46792,96.1,6.3,5.1,21.0
46793,98.0,6.1,7.7,14.6
46794,113.1,4.1,3.2,20.0
46795,109.7,4.7,5.0,19.3
46797,102.6,4.5,4.8,13.8
46798,93.7,8.3,3.4,15.6
46799,78.7,7.9,5.3,10.1
46802,126.3,4.6,10.2,11.0
46803,108.9,12.2,8.4,9.0
46804,89.2,5.6,5.3,17.6
46805,88.2,7.2,7.3,15.0
46806,89.7,8.0,8.0,9.9
46807,100.6,7.6,5.2,7.3
46808,101.1,6.3,8.5,10.6
46809,95.3,4.6,4.7,14.9
46814,102.7,9.0,2.6,12.7
46815,85.4,7.6,7.3,18.3
46816,83.9,6.6,8.0,13.1
46818,105.6,6.9,4.6,13.1
46819,87.4,6.0,6.4,20.5
46825,98.1,4.3,8.5,16.4
46835,90.8,5.2,8.9,15.3
46845,100.1,8.3,4.6,14.8
46901,97.5,6.0,6.5,17.5
46902,86.5,5.8,6.2,20.4
46910,98.0,10.6,4.5,13.6
46911,111.0,6.3,2.2,16.1
46913,130.3,3.5,9.2,24.4
46914,130.2,4.2,10.2,20.4
46915,82.2,5.9,4.3,19.9
46917,117.5,7.6,3.1,19.4
46919,94.3,8.5,4.9,24.8
46920,90.2,3.7,5.4,13.1
46922,210.0,0.0,0.0,0.0
46923,94.9,8.0,3.5,20.0
46926,114.8,4.9,4.6,27.0
46928,113.7,8.7,4.0,20.0
46929,96.1,8.0,6.1,13.5
46930,103.2,2.4,1.6,27.0
46931,171.0,10.2,3.7,15.5
46932,92.0,6.7,8.6,18.0
46933,99.5,6.9,4.4,15.1
46936,108.1,8.3,3.6,23.0
46938,91.2,5.4,1.0,23.0
46939,126.0,3.1,4.5,26.2
46940,99.7,8.6,2.9,22.1
46941,104.2,6.3,5.2,13.0
46943,78.6,24.9,17.8,0.0
46946,36.0,0.0,0.0,79.4
46947,102.1,6.8,5.8,17.0
46950,110.4,9.2,5.7,28.8
46951,118.2,9.2,4.3,22.7
46952,87.4,4.8,4.7,21.0
46953,88.9,8.9,14.1,16.9
46957,94.1,4.7,1.9,18.2
46958,143.6,4.6,0.0,16.2
46959,183.1,0.0,4.2,11.9
46960,121.3,3.8,3.2,25.4
46961,74.2,19.5,0.0,16.6
46962,95.0,8.2,9.9,22.8
46967,94.0,5.2,10.3,14.4
46968,125.4,0.0,0.0,0.0
46970,115.8,5.0,7.7,16.3
46974,95.6,12.9,3.1,16.3
46975,90.0,6.7,5.1,19.1
46978,115.4,9.6,5.3,15.0
46979,93.2,7.6,3.3,16.6
46982,86.5,7.9,4.9,16.7
46984,93.8,0.0,0.0,23.9
46985,116.2,4.0,1.5,20.1
46986,92.1,6.7,2.6,17.8
46987,103.2,5.9,1.7,29.5
46988,89.6,6.6,6.0,18.6
46989,82.0,14.6,22.6,14.4
46990,128.7,4.5,2.2,24.3
46991,106.4,7.2,3.0,16.7
46992,95.4,6.4,6.3,20.4
46994,98.0,5.3,9.1,20.6
46996,99.2,7.4,6.2,18.2
46998,107.3,0.0,0.0,0.0
47001,97.1,4.9,6.4,18.3
47003,106.0,3.6,3.3,32.5
47006,104.7,6.7,5.0,18.5
47010,105.6,0.0,20.5,6.4
47011,229.7,2.3,4.6,20.3
47012,97.9,4.8,6.7,18.4
47016,86.4,5.5,1.4,20.1
47017,78.8,4.4,6.4,11.9
47018,93.8,7.7,5.5,17.4
47020,130.6,5.9,4.6,6.7
47022,119.8,4.6,7.0,22.6
47023,91.2,3.4,3.6,11.7
47024,89.2,9.1,5.5,11.7
47025,92.6,7.0,5.9,16.7
47030,103.4,10.8,2.0,14.8
47031,103.6,6.5,7.1,17.2
47032,121.6,10.4,3.5,15.7
47034,80.0,13.3,0.0,6.7
47035,108.5,6.1,0.0,48.4
47036,90.9,8.5,0.6,23.7
47037,95.2,6.9,7.6,16.4
47038,77.1,14.2,4.0,14.2
47040,109.2,5.0,3.9,20.1
47041,106.8,7.7,5.9,15.7
47042,97.2,9.0,4.2,18.1
47043,101.4,5.0,6.8,22.4
47060,95.1,7.9,3.9,18.0
47102,100.0,6.8,7.2,16.5
47104,-,-,-,-
47106,108.3,5.4,6.2,15.6
47108,108.9,6.4,4.0,11.7
47110,81.3,11.0,0.0,5.5
47111,91.9,6.3,5.3,13.1
47112,99.4,7.1,5.1,17.3
47114,126.2,15.2,0.6,14.0
47115,65.3,4.6,4.8,22.5
47116,128.5,6.8,0.0,19.2
47117,117.7,6.3,4.5,15.2
47118,98.6,7.3,4.9,16.4
47119,97.5,7.6,4.7,15.1
47120,70.0,1.2,18.9,8.8
47122,92.2,5.5,7.7,13.1
47123,74.3,0.0,4.1,22.1
47124,115.5,7.0,3.6,14.9
47125,105.3,8.6,2.6,13.6
47126,125.9,3.8,7.0,14.2
47129,92.0,5.1,6.9,19.3
47130,91.2,6.3,5.9,15.2
47135,100.9,3.9,5.8,19.1
47136,89.9,5.2,5.4,12.7
47137,100.4,4.7,3.3,30.1
47138,94.7,9.5,3.0,21.0
47140,97.6,4.3,9.1,20.9
47141,109.2,5.1,10.6,15.9
47142,138.4,3.1,1.6,9.7
47143,109.4,6.9,5.6,11.0
47145,112.1,4.5,8.4,16.3
47147,88.9,6.1,3.4,18.8
47150,90.7,6.7,6.3,16.6
47160,101.8,10.6,11.5,10.6
47161,112.5,5.1,0.8,14.5
47162,78.0,0.0,6.7,17.4
47163,107.5,5.8,1.0,25.9
47164,97.1,6.4,1.8,20.0
47165,94.1,8.8,3.1,14.6
47166,118.6,11.6,18.3,21.9
47167,97.1,5.1,6.6,19.8
47170,95.2,5.5,6.5,16.8
47172,99.9,6.3,4.4,13.8
47175,84.8,13.6,2.8,21.5
47177,118.5,8.9,4.5,16.1
47201,101.9,6.5,6.3,14.2
47203,91.5,5.7,6.6,20.3
47220,87.6,6.9,6.4,17.2
47223,173.1,3.1,2.5,19.6
47224,87.1,11.5,0.0,32.5
47226,233.3,2.3,8.8,10.0
47227,105.3,6.6,2.6,16.7
47229,96.6,6.8,5.1,17.1
47230,107.3,3.7,4.5,21.9
47231,124.6,5.6,4.0,15.2
47232,147.5,4.0,8.6,12.4
47234,106.7,4.9,6.1,12.1
47235,77.8,10.6,0.7,10.1
47240,100.3,6.6,5.8,16.3
47243,103.5,12.2,15.5,15.6
47244,133.0,9.7,4.6,13.1
47246,101.0,4.5,3.3,15.8
47247,88.3,3.6,1.5,11.9
47250,85.9,5.5,5.4,16.6
47260,101.1,6.6,5.7,23.6
47263,75.9,9.0,5.5,12.5
47264,89.4,3.3,8.0,24.6
47265,97.3,6.5,6.6,15.7
47270,169.0,8.1,4.0,25.1
47272,90.5,6.9,8.5,16.1
47273,86.0,4.2,4.4,13.0
47274,100.0,6.4,5.3,15.2
47280,74.2,16.5,2.2,8.2
47281,143.0,2.4,2.1,14.1
47282,106.3,5.1,4.4,23.9
47283,92.8,8.1,7.9,18.4
47302,88.9,5.3,5.8,15.9
47303,93.6,6.9,24.8,15.6
47304,100.5,6.5,16.6,20.1
47305,102.0,5.4,4.1,9.8
47306,59.6,71.7,28.1,0.0
47320,95.4,6.4,5.2,23.2
47324,71.3,1.3,6.0,14.8
47325,73.6,9.0,18.6,12.4
47326,111.5,6.7,5.5,10.3
47327,94.7,7.9,6.2,18.8
47330,97.3,7.9,4.9,17.6
47331,96.4,6.6,5.9,19.3
47334,100.8,5.8,4.5,19.3
47335,95.6,3.7,5.7,16.6
47336,98.7,7.7,6.0,21.0
47337,112.3,8.7,8.7,20.3
47338,95.3,8.2,5.9,18.5
47339,128.0,12.7,8.0,22.7
47340,99.7,7.7,3.1,18.6
47341,117.5,11.0,3.6,12.6
47342,109.8,5.6,10.8,17.9
47344,106.7,5.6,3.2,8.9
47345,88.5,3.8,4.5,10.5
47346,99.7,7.2,7.4,20.8
47348,95.0,6.1,6.1,21.7
47351,91.5,9.8,3.9,6.5
47352,90.7,4.5,5.1,17.3
47353,97.5,6.5,3.0,18.4
47354,121.6,3.9,5.7,26.0
47355,106.3,5.7,5.3,16.6
47356,96.5,7.1,3.0,18.0
47357,90.3,10.1,8.2,17.8
47358,93.4,7.4,7.5,17.5
47359,107.1,5.4,3.8,15.6
47360,108.8,2.7,7.6,26.8
47361,106.7,10.7,9.8,20.0
47362,116.3,5.3,6.3,18.9
47367,58.3,0.0,0.0,57.9
47368,96.1,7.7,3.9,24.4
47369,91.0,4.4,6.1,16.7
47371,103.2,6.8,6.7,18.3
47373,92.8,5.0,5.8,18.7
47374,93.8,6.2,6.7,19.7
47380,105.3,8.7,5.0,14.6
47381,74.3,7.4,13.9,9.0
47382,105.6,7.1,8.6,14.5
47383,92.1,10.9,5.8,14.9
47384,98.4,8.4,8.4,11.4
47385,100.2,3.1,8.8,20.4
47386,95.5,5.1,4.1,23.6
47387,75.1,4.0,10.0,23.3
47388,104.3,13.4,10.1,13.1
47390,81.8,6.4,4.5,19.8
47393,79.3,9.8,8.7,8.5
47394,99.8,6.0,6.1,22.0
47396,90.4,6.3,4.6,19.1
47401,96.5,8.3,18.8,14.4
47403,95.4,4.5,11.9,12.2
47404,105.8,4.8,20.5,11.9
47405,97.6,77.7,20.7,0.0
47406,83.6,82.0,16.8,0.0
47408,105.5,11.9,31.1,11.6
47420,127.5,17.8,0.0,17.8
47421,88.9,5.8,4.8,21.4
47424,95.9,6.1,4.7,22.7
47427,83.9,6.0,2.9,22.7
47429,95.0,3.8,4.2,14.9
47431,105.7,3.3,5.8,23.9
47432,106.1,4.3,5.1,21.4
47433,102.9,8.0,5.9,17.8
47434,-,-,-,-
47436,110.2,2.3,0.0,21.4
47437,124.6,0.0,0.0,67.7
47438,85.5,5.3,6.0,13.9
47441,100.5,5.1,6.1,19.7
47443,116.1,13.3,4.7,19.4
47446,114.2,6.7,5.4,17.1
47448,90.0,3.2,2.8,29.0
47449,92.3,2.3,5.0,23.3
47451,111.6,5.0,5.6,18.8
47452,98.4,6.7,5.7,15.4
47453,118.9,8.5,8.3,17.6
47454,101.2,8.3,5.4,20.2
47455,61.7,0.0,19.7,0.0
47456,121.6,9.7,10.8,14.0
47457,81.1,12.5,0.0,8.3
47458,176.2,31.0,0.0,0.0
47459,98.5,7.0,4.3,13.9
47460,97.9,6.0,4.5,19.9
47462,104.6,5.8,7.9,10.5
47464,112.0,5.7,3.3,15.1
47465,89.8,8.1,9.6,29.8
47467,198.2,0.0,40.7,10.2
47468,113.6,4.4,7.6,35.6
47469,112.8,3.7,2.0,19.2
47470,114.4,10.6,8.0,16.3
47471,105.5,9.0,5.1,18.9
47501,99.5,6.6,5.4,17.8
47512,90.2,8.9,8.7,16.4
47513,98.2,1.9,4.0,14.2
47514,1797.6,1.7,9.3,4.3
47515,97.3,8.3,6.7,20.3
47516,107.5,3.7,2.8,20.1
47519,81.8,7.7,10.7,8.3
47520,109.0,6.4,6.0,18.7
47521,92.2,17.2,5.1,5.5
47522,132.4,36.6,1.4,14.6
47523,98.3,7.9,4.9,18.6
47524,153.9,2.3,2.3,12.6
47525,128.5,0.0,0.0,42.0
47527,97.7,6.4,10.4,16.0
47528,83.3,11.5,3.2,20.8
47529,105.8,8.7,7.2,12.0
47531,157.5,0.0,11.0,19.4
47532,103.4,9.2,6.2,21.6
47535,138.4,4.1,3.3,28.2
47536,-,-,-,-
47537,79.9,3.3,3.0,28.8
47541,104.8,8.9,1.5,16.6
47542,99.0,6.9,5.7,15.0
47546,96.2,5.4,5.7,17.4
47550,70.0,8.2,5.5,12.3
47551,73.4,8.2,3.1,5.4
47552,145.5,4.8,0.0,13.7
47553,108.4,8.4,5.9,15.1
47557,103.6,5.6,5.2,11.5
47558,98.4,7.3,6.8,7.7
47561,81.1,2.2,4.7,17.6
47562,97.6,6.8,5.4,18.3
47564,94.0,8.0,1.4,30.4
47567,101.3,5.9,4.1,20.2
47568,106.7,16.8,3.6,17.6
47574,173.1,0.0,23.9,20.7
47575,121.1,6.4,2.1,16.3
47576,69.7,2.9,3.8,12.9
47577,128.1,7.2,6.2,25.7
47578,83.9,2.4,5.2,25.1
47579,99.5,7.8,3.3,18.1
47580,97.1,12.8,16.7,14.8
47581,103.7,3.5,5.9,21.9
47584,107.5,0.0,14.4,22.3
47585,99.0,15.5,3.5,5.8
47586,98.6,5.4,5.3,19.8
47588,96.5,3.9,2.0,25.9
47590,150.3,3.4,2.2,21.3
47591,105.6,9.3,9.0,17.6
47596,115.2,39.4,0.0,25.4
47597,98.2,4.9,6.5,13.4
47598,94.5,4.6,7.2,17.0
47601,99.9,6.4,4.3,17.9
47610,91.5,7.5,8.5,15.8
47611,94.1,5.5,4.2,21.0
47612,120.0,6.6,5.6,19.2
47613,106.4,9.9,6.5,9.0
47615,83.9,5.0,5.2,17.2
47616,115.4,0.4,25.7,12.1
47619,93.9,5.8,4.5,18.1
47620,97.8,7.0,6.5,16.5
47630,96.9,6.3,4.8,17.1
47631,98.7,3.3,2.9,23.7
47633,115.0,4.4,5.0,24.4
47634,93.6,5.4,8.6,14.1
47635,102.5,7.5,3.9,20.1
47637,111.1,9.8,2.2,26.3
47638,108.9,5.3,4.2,15.5
47639,92.3,5.4,5.3,14.7
47640,89.2,6.5,0.9,20.2
47648,94.7,7.2,6.5,15.9
47649,104.2,6.6,3.5,25.4
47654,70.4,41.3,4.3,5.4
47660,109.3,8.3,7.0,19.4
47665,99.0,7.0,7.7,15.3
47666,102.3,8.2,5.0,13.7
47670,102.4,5.4,7.0,18.7
47683,99.2,0.0,6.4,7.2
47708,107.0,1.3,1.1,29.9
47710,103.0,6.2,5.0,17.6
47711,96.1,4.5,5.6,15.9
47712,89.8,10.2,12.3,14.3
47713,82.1,5.1,6.1,15.0
47714,90.9,7.0,8.3,13.8
47715,88.4,4.4,7.9,19.7
47720,98.3,7.0,4.3,21.2
47725,99.5,6.1,2.7,15.8
47802,110.7,5.6,9.0,15.0
47803,102.3,8.3,12.1,18.1
47804,100.8,4.9,8.2,16.3
47805,103.5,3.6,7.9,17.4
47807,98.7,7.5,21.8,11.5
47809,87.2,72.1,27.5,0.0
47832,125.8,2.5,1.1,22.2
47833,96.1,1.1,0.0,12.6
47834,97.8,5.8,5.9,18.6
47836,-,-,-,-
47837,96.5,5.7,9.8,10.7
47838,303.9,3.3,4.3,13.7
47840,90.7,5.6,0.3,13.1
47841,88.6,5.6,7.5,19.3
47842,106.0,6.9,6.1,20.2
47846,139.6,9.8,4.5,22.2
47847,96.8,2.9,7.1,15.5
47848,108.0,9.0,11.7,20.7
47849,104.9,4.2,24.7,22.1
47850,102.1,5.1,3.1,22.5
47853,89.1,0.0,21.5,19.0
47854,83.8,0.3,2.3,21.6
47855,97.0,8.6,4.4,11.8
47857,82.6,4.3,7.4,34.8
47858,125.5,5.9,0.0,13.3
47859,108.7,5.7,7.3,18.0
47860,127.3,4.9,4.2,23.8
47861,113.9,2.1,4.8,13.9
47862,118.9,4.1,4.2,22.1
