zip_code,Estimate!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),Percent!!SEX AND AGE!!Total population!!15 to 19 years,Percent!!SEX AND AGE!!Total population!!20 to 24 years,Percent!!SEX AND AGE!!Total population!!65 years and over
44049,101.7,1.7,2.1,24.2
44050,106.6,7.8,5.9,16.1
44052,94.1,7.3,7.3,14.0
44053,87.3,5.6,5.5,18.8
44054,103.1,6.9,5.1,18.0
44055,91.8,7.5,7.9,15.6
44056,97.5,6.3,4.5,19.1
44057,96.3,7.1,6.2,19.3
44060,94.9,5.5,5.2,21.8
44062,101.4,13.0,9.1,11.3
44064,125.2,4.9,2.9,15.9
44065,81.1,5.4,6.4,24.7
44067,104.5,5.7,4.6,21.5
44070,96.7,6.1,5.4,20.3
44072,98.3,4.0,4.1,26.1
44074,78.8,13.6,20.8,18.6
44076,87.1,5.6,7.4,15.6
44077,97.2,6.6,5.5,16.5
44080,113.4,0.0,0.0,0.0
44081,96.4,6.2,3.8,18.7
44082,99.4,16.8,8.8,14.8
44084,109.1,10.4,4.5,15.4
44085,142.2,7.6,4.8,16.5
44086,99.9,6.9,6.1,17.6
44087,87.8,5.7,4.0,18.3
44089,96.8,6.8,4.2,25.9
44090,97.6,6.4,6.3,22.2
44092,102.6,5.7,7.5,20.7
44093,101.2,7.1,7.2,17.0
44094,90.5,5.4,5.2,21.4
44095,96.6,5.9,6.2,17.8
44099,127.6,9.1,3.4,8.4
44101,0.5,12.3,4.3,1.1
44102,98.9,5.8,7.5,10.8
44103,97.0,5.5,6.5,16.7
44104,78.9,5.8,6.2,15.0
44105,84.2,7.7,6.8,14.9
44106,86.9,11.6,21.1,15.4
44107,97.3,3.9,8.0,12.4
44108,85.5,7.7,5.7,17.9
44109,96.9,6.9,6.5,11.6
44110,86.6,6.2,6.0,15.7
44111,90.7,7.0,6.5,12.9
44112,89.8,6.0,7.2,22.0
44113,133.5,2.8,8.7,8.0
44114,147.3,2.5,17.9,12.1
44115,87.7,5.7,14.2,4.3
44116,83.9,4.6,4.0,24.0
44117,82.7,6.0,5.2,22.9
44118,90.4,7.4,9.5,14.6
44119,93.9,5.2,9.4,15.5
44120,86.3,6.2,6.4,19.1
44121,81.5,8.4,7.3,15.9
44122,81.1,5.8,3.3,24.8
44123,87.0,8.0,6.8,13.5
44124,83.7,4.6,4.0,25.0
44125,83.7,7.5,5.3,16.3
44126,96.6,5.4,6.1,19.2
44127,96.1,5.2,6.3,10.3
44128,75.3,5.4,6.7,20.5
44129,96.7,5.2,7.6,18.0
44130,92.6,5.1,5.9,21.4
44131,92.7,4.6,4.3,24.4
44132,79.8,5.0,7.1,14.8
44133,94.5,5.3,5.8,19.4
44134,93.4,6.2,5.2,19.7
44135,90.8,6.5,5.7,14.9
44136,96.2,4.9,5.3,20.4
44137,89.0,5.6,7.6,13.3
44138,93.0,6.5,4.0,20.8
44139,95.7,7.1,3.7,16.9
44140,98.4,6.5,2.5,17.5
44141,101.8,5.1,2.8,22.4
44142,95.4,5.8,5.7,20.7
44143,89.0,5.3,5.4,25.0
44144,97.1,7.4,6.0,16.3
44145,94.5,5.1,5.2,24.0
44146,85.1,5.3,6.6,20.8
44147,89.8,6.6,5.5,16.4
44149,94.7,6.1,3.3,21.7
44201,87.1,9.3,8.0,15.6
44202,93.3,7.7,5.0,20.0
44203,97.3,5.3,4.7,18.4
44212,95.7,6.6,5.9,15.7
44214,126.6,6.5,9.6,15.4
44215,114.5,7.0,5.1,20.3
44216,95.1,4.7,5.6,19.9
44217,103.5,5.4,3.2,17.6
44221,89.3,5.0,5.5,15.9
44223,98.3,7.6,4.3,21.6
44224,92.3,6.1,6.8,17.4
44230,87.8,7.4,4.8,21.1
44231,104.3,7.7,8.6,15.3
44233,102.1,8.3,5.6,19.9
44234,102.2,15.8,10.1,17.7
44235,98.3,5.6,9.1,13.8
44236,94.7,8.3,2.5,16.4
44240,101.0,6.1,19.5,13.1
44241,90.6,6.0,8.5,14.3
44243,66.2,69.1,28.8,0.0
44250,128.8,0.0,13.6,22.6
44251,111.9,12.3,4.5,26.4
44253,122.9,7.3,5.3,17.1
44254,100.5,6.1,4.3,22.7
44255,100.7,4.0,7.7,18.2
44256,103.7,6.6,4.9,16.7
44260,99.9,5.5,7.0,19.5
44262,87.4,4.5,5.0,24.0
44264,92.6,3.4,3.4,17.3
44265,-,-,-,-
44266,101.5,5.4,8.0,17.4
44270,104.1,7.2,6.6,17.1
44272,93.5,9.7,10.3,13.8
44273,95.2,5.9,4.4,18.7
44274,50.0,0.0,0.0,28.4
44275,104.0,8.3,5.9,17.9
44276,102.0,2.9,9.9,13.9
44278,90.4,6.4,5.4,22.6
44280,98.1,5.2,5.9,24.1
44281,88.2,6.3,5.1,17.5
44285,52.2,17.1,20.0,14.3
44286,96.1,6.3,3.9,22.9
44287,97.1,7.2,6.0,15.0
44288,87.4,8.1,6.9,19.5
44301,90.4,5.8,7.9,13.5
44302,93.5,5.5,6.7,12.5
44303,87.8,4.9,5.7,21.5
44304,101.0,26.9,33.0,2.5
44305,91.0,4.8,6.4,12.9
44306,85.8,7.0,7.5,9.8
44307,81.3,6.3,4.4,13.8
44308,132.2,29.0,18.0,8.4
44310,98.3,7.3,7.1,14.2
44311,112.1,10.3,27.9,7.9
44312,95.7,5.6,7.4,18.7
44313,87.0,4.1,7.5,20.3
44314,101.7,5.7,7.0,14.1
44319,98.0,5.1,6.5,20.4
44320,79.2,6.5,3.9,19.2
44321,106.9,5.3,4.6,19.0
44333,91.9,6.1,5.0,22.7
44401,117.3,4.1,5.2,26.9
44402,83.7,5.8,3.8,17.9
44403,94.5,6.4,7.2,25.7
44404,72.6,5.4,3.4,22.5
44405,97.7,6.9,6.1,18.7
44406,98.3,5.0,4.8,22.8
44408,89.6,4.8,5.9,25.8
44410,109.2,5.7,3.9,24.0
44411,86.2,8.7,5.8,14.9
44412,102.1,8.4,10.6,24.6
44413,99.9,8.0,6.0,18.2
44417,109.9,4.5,5.9,17.2
44418,116.2,2.6,7.2,25.6
44420,89.2,5.4,4.9,17.8
44423,70.9,4.7,9.0,18.2
44425,96.0,4.2,4.5,21.7
44427,82.3,13.2,2.7,19.3
44428,95.2,5.6,5.1,25.7
44429,93.9,3.7,3.3,21.0
44430,179.5,3.5,6.9,17.3
44431,105.5,5.9,4.1,21.4
44432,147.3,6.0,4.9,18.3
44436,108.1,8.1,9.1,21.8
44437,86.5,9.4,6.0,20.2
44438,95.0,6.5,4.4,20.1
44439,77.4,4.8,15.8,10.9
44440,92.3,6.9,3.3,26.1
44441,99.2,7.0,1.8,24.8
44442,106.3,7.2,3.5,22.3
44443,93.9,6.0,1.1,25.8
44444,95.3,5.2,6.8,21.7
44445,106.9,5.0,2.8,15.0
44446,89.9,6.2,7.6,21.4
44449,117.7,6.4,3.7,18.7
44450,123.0,9.1,4.1,13.7
44451,108.6,6.6,4.8,24.8
44452,92.0,9.7,6.5,28.5
44454,112.2,2.7,11.5,15.5
44455,104.0,8.8,9.5,25.4
44460,96.7,5.8,5.5,21.4
44470,95.9,5.9,7.1,19.3
44471,84.0,7.3,6.7,17.3
44473,92.3,3.9,4.1,24.7
44481,111.3,5.3,6.7,25.3
44483,88.0,6.1,6.1,21.9
44484,93.8,6.2,5.9,22.0
44485,92.8,6.8,6.4,16.6
44490,108.5,6.2,6.8,17.5
44491,110.6,7.1,5.1,10.5
44493,100.0,0.0,0.0,23.2
44502,95.3,9.4,11.5,13.0
44503,211.9,2.5,12.8,12.6
44504,96.1,15.2,10.4,26.7
44505,92.2,4.5,7.4,19.6
44506,103.3,9.9,6.1,13.7
44507,108.9,8.5,5.6,15.0
44509,91.7,5.3,5.7,17.0
44510,93.0,9.5,6.4,12.1
44511,90.4,4.6,6.8,20.3
44512,88.9,5.4,5.2,20.6
44514,91.3,5.7,4.0,24.1
44515,93.8,5.3,7.3,20.9
44601,94.2,8.5,8.1,18.4
44606,105.1,8.9,7.3,8.5
44607,61.0,21.1,21.1,5.0
44608,98.4,7.6,6.7,15.8
44609,83.1,6.3,4.6,14.9
44610,73.5,0.0,0.0,22.9
44611,105.0,5.5,8.3,10.7
44612,94.7,6.2,4.4,18.9
44613,92.4,5.8,2.3,21.6
44614,93.3,5.3,5.2,19.4
44615,98.7,7.3,5.1,20.6
44618,88.6,6.9,7.3,19.2
44620,113.9,4.6,3.7,19.4
44621,111.2,6.1,4.0,15.2
44622,95.0,7.1,5.5,22.2
44624,109.3,10.4,6.0,10.4
44625,135.5,8.7,6.3,15.4
44626,104.6,7.4,2.5,20.6
44627,104.4,10.6,7.6,9.8
44628,108.0,9.7,3.4,18.0
44629,94.7,7.3,6.1,16.0
44632,97.1,5.3,4.9,19.2
44633,112.9,6.1,10.4,17.1
44634,112.5,4.4,7.9,23.3
44637,100.4,7.1,7.4,13.9
44638,125.5,5.4,6.9,15.9
44640,145.4,5.0,7.6,10.1
44641,91.9,6.0,6.0,20.6
44643,103.0,7.4,3.7,20.1
44644,103.8,5.4,5.5,19.1
44645,107.0,5.2,6.5,17.0
44646,98.4,6.9,5.4,20.6
44647,97.3,5.8,5.8,18.3
44651,102.6,9.3,7.8,13.6
44652,-,-,-,-
44653,87.4,4.9,4.7,17.0
44654,97.6,7.9,7.3,13.3
44656,95.5,6.2,2.2,18.4
44657,99.8,5.8,6.1,18.6
44659,119.4,8.1,3.7,15.4
44661,102.8,6.3,2.1,11.8
44662,98.9,5.9,6.3,19.5
44663,96.7,5.1,6.9,21.4
44666,121.3,7.6,3.2,15.1
44667,106.7,5.5,7.3,17.3
44669,95.7,3.5,2.6,21.9
44670,166.7,0.0,0.0,33.3
44671,118.0,0.0,0.0,0.0
44672,100.4,6.6,9.3,26.8
44675,114.4,3.4,3.2,33.7
44676,98.7,6.7,2.9,15.4
44677,101.0,6.2,4.1,19.8
44678,64.1,22.2,0.0,13.5
44680,105.7,4.7,7.6,20.4
44681,104.1,8.4,5.1,11.9
44682,100.6,10.6,2.1,9.9
44683,93.7,8.0,6.5,14.6
44685,101.1,6.7,4.9,18.0
44687,115.4,0.0,0.0,84.0
44688,101.0,3.6,4.1,16.2
44689,133.4,9.3,5.0,9.0
44690,132.9,3.1,4.3,44.8
44691,94.4,8.1,7.4,19.2
44693,90.0,13.2,10.5,15.8
44695,96.2,8.3,6.2,22.0
44697,103.3,3.3,6.0,52.5
44699,123.7,6.7,0.0,38.0
44702,119.2,0.6,7.0,35.6
44703,93.8,9.2,4.4,11.3
44704,85.4,6.9,9.0,16.2
44705,100.1,7.6,6.7,13.5
44706,84.0,7.1,5.6,17.5
44707,88.1,5.9,9.5,11.4
44708,92.8,4.5,5.1,20.2
44709,100.8,6.5,7.0,20.1
44710,93.4,3.9,5.0,17.5
44714,91.3,3.5,8.8,21.2
44718,90.1,6.0,5.2,22.4
44720,93.9,5.9,5.9,20.7
44721,89.2,9.0,8.6,19.1
44730,91.0,6.5,5.2,22.1
44802,96.4,5.0,2.9,20.4
44804,119.1,6.6,4.2,15.7
44805,95.1,9.5,7.8,18.7
44807,114.8,7.6,4.5,18.0
44809,88.1,7.8,6.7,25.7
44811,96.0,6.3,5.5,18.1
44813,93.4,8.3,6.1,17.7
44814,89.9,7.9,11.0,16.9
44815,108.6,4.6,9.2,15.2
44816,100.0,0.0,0.0,100.0
44817,88.9,9.4,4.7,12.6
44818,93.1,10.1,5.9,20.9
44820,101.4,6.0,5.3,20.3
44822,107.4,7.0,7.0,15.5
44824,107.1,7.2,6.2,19.1
44825,79.0,1.8,9.9,11.7
44826,116.9,3.8,0.9,18.5
44827,107.9,5.8,5.2,19.5
44828,41.6,18.3,0.0,0.9
44830,99.8,5.6,5.9,18.6
44833,85.2,5.3,6.1,21.0
44836,100.5,7.2,6.1,19.0
44837,106.7,6.1,7.9,14.7
44838,85.0,5.5,4.3,17.0
44839,96.7,5.1,3.9,29.0
44840,100.9,4.7,8.0,16.3
44841,122.7,3.0,11.2,9.3
44842,85.6,6.3,5.2,21.7
44843,87.9,6.5,7.3,18.3
44844,96.3,9.1,2.1,18.9
44846,100.2,7.6,8.0,16.0
44847,108.2,5.6,3.1,20.9
44849,93.5,3.8,2.6,12.2
44850,100.0,0.0,0.0,0.0
44851,114.1,6.4,6.3,15.7
44853,106.9,4.6,6.5,15.0
44854,101.1,5.8,8.0,19.1
44855,115.5,4.4,5.0,16.7
44856,136.4,6.4,2.6,47.0
44857,93.0,6.6,5.8,18.5
44859,89.1,5.6,1.7,14.2
44861,89.3,3.8,17.0,22.6
44864,92.0,7.7,10.5,17.0
44865,96.7,9.2,6.0,13.1
44866,100.7,5.5,4.9,18.5
44867,103.3,9.2,4.8,14.0
44870,95.8,5.7,6.0,19.1
44874,108.1,9.2,6.7,11.1
44875,97.0,5.8,5.9,22.4
44878,98.7,6.0,8.3,14.4
44880,102.2,6.1,4.1,14.0
44881,92.3,0.0,52.0,0.0
44882,114.3,6.7,5.8,20.0
44883,95.8,8.9,8.5,18.6
44887,87.4,3.3,1.5,18.0
44889,91.4,5.1,6.2,18.4
44890,93.3,6.9,6.6,16.9
44901,-,0.2,15.1,0.6
44902,105.8,6.7,6.1,11.7
44903,101.1,6.1,6.0,18.6
44904,86.3,6.3,3.8,22.6
44905,142.5,4.2,7.6,15.9
44906,92.6,6.3,6.1,23.5
44907,82.6,6.8,6.9,19.9
45001,105.7,5.1,5.0,9.5
45002,88.3,6.7,6.2,14.6
45003,79.9,6.4,3.7,13.2
45005,99.7,6.5,8.3,17.7
45011,100.5,7.5,7.4,11.8
45013,94.4,5.4,8.1,18.4
45014,91.5,6.1,7.1,16.5
45015,86.5,5.3,8.9,12.1
45030,91.6,5.7,3.3,16.6
45032,83.4,3.2,6.8,7.7
45033,93.6,4.9,0.0,24.2
45034,113.1,10.2,2.5,15.5
45036,128.6,5.9,6.7,12.8
45039,98.4,4.9,3.7,12.0
45040,96.0,8.9,3.8,12.6
45041,-,-,-,-
45042,93.1,7.0,7.0,18.2
45044,98.4,6.2,6.1,11.7
45050,98.3,4.3,3.6,18.4
45051,-,0.0,0.0,73.2
45052,94.9,4.3,4.4,18.8
45053,115.0,7.9,3.7,11.2
45054,92.6,4.6,11.8,8.7
45056,92.3,24.8,31.5,9.6
45062,122.5,8.7,4.6,18.2
45064,95.2,9.3,5.6,27.4
45065,91.8,6.7,5.0,19.5
45066,92.7,7.8,4.2,13.8
45067,95.6,9.2,7.4,12.4
45068,94.1,7.8,5.9,16.9
45069,95.3,5.9,5.8,14.8
45070,93.8,4.8,2.1,10.1
45101,89.3,4.2,4.3,24.0
45102,97.8,5.5,5.4,13.2
45103,96.5,5.4,7.8,14.9
45106,92.5,8.1,6.7,16.0
45107,93.1,7.1,6.2,15.3
45111,95.9,0.0,0.0,29.3
45112,74.4,0.0,22.1,20.6
45113,107.6,6.2,4.7,15.7
45115,353.3,0.0,0.0,0.0
45118,113.1,5.8,6.4,15.2
45120,123.8,10.2,5.8,16.2
45121,94.1,5.6,4.4,21.3
45122,101.2,5.9,4.1,15.8
45123,94.5,4.1,7.5,18.3
45130,99.0,9.0,6.0,15.0
45131,77.5,6.7,0.7,16.0
45132,110.5,7.2,8.0,13.8
45133,92.7,6.1,5.2,20.2
45135,102.5,10.4,5.0,12.7
45140,101.6,7.6,4.5,13.9
45142,97.9,7.7,4.4,11.4
45144,101.9,5.4,4.7,16.3
45145,90.9,0.0,0.0,100.0
45146,128.0,9.4,4.2,11.3
45147,56.7,16.2,0.0,0.0
45148,126.9,6.7,6.5,18.5
45150,94.5,6.4,4.6,19.1
45152,98.2,7.0,5.4,12.5
45153,95.3,6.8,12.9,19.2
45154,96.0,8.0,5.3,15.4
45155,118.4,12.6,4.2,7.3
45156,118.5,5.1,6.8,25.4
45157,103.2,6.5,4.6,14.0
45158,103.6,4.9,9.2,17.9
45159,112.8,4.9,1.8,15.7
45160,97.5,1.3,2.4,25.0
45162,96.6,5.3,7.5,18.6
45164,106.2,10.1,6.8,2.7
45166,412.5,0.0,0.0,36.6
45167,116.2,6.8,5.0,19.5
45168,101.9,7.3,8.8,18.5
45169,96.5,7.3,5.4,16.3
45171,104.4,5.6,5.9,17.0
45172,86.4,16.5,25.0,8.5
45174,106.7,7.8,1.6,10.0
45176,92.9,6.2,3.9,16.0
45177,97.3,6.9,8.0,17.6
45202,116.5,2.5,7.5,11.4
45203,73.9,8.5,11.1,13.9
45204,100.9,10.1,10.9,13.2
45205,105.6,6.0,6.4,8.1
45206,96.5,3.7,7.2,17.0
45207,91.1,26.3,10.2,10.1
45208,89.9,2.9,5.0,15.3
45209,95.5,3.6,12.0,11.2
45211,95.4,7.0,6.0,11.3
45212,98.4,4.3,12.0,10.4
45213,110.5,3.6,4.5,16.9
45214,90.7,9.2,4.8,9.9
45215,92.0,5.5,6.6,15.1
45216,105.1,8.8,4.2,13.9
45217,90.7,6.0,6.2,15.2
45218,85.0,5.3,5.6,14.9
45219,124.0,28.2,37.8,4.4
45220,92.4,9.8,20.5,11.0
45223,99.8,5.3,5.7,10.1
45224,82.3,5.3,5.1,20.8
45225,75.1,6.1,8.3,6.2
45226,90.0,5.0,8.4,9.8
45227,93.6,5.1,4.8,16.2
45229,105.2,3.5,6.7,12.9
45230,94.4,5.5,5.8,15.1
45231,80.7,6.0,4.8,18.1
45232,69.3,7.1,6.3,4.3
45233,92.2,7.2,6.1,21.3
45236,93.9,5.3,4.3,18.4
45237,86.8,5.4,5.9,18.2
45238,91.0,6.1,5.7,13.9
45239,82.5,5.6,5.1,13.7
45240,93.0,6.6,6.7,13.5
45241,103.8,5.9,4.3,20.7
45242,90.5,5.0,4.2,19.5
45243,89.8,7.4,2.0,17.9
45244,99.2,8.0,3.8,14.7
45245,88.4,5.6,6.0,18.3
45246,96.0,6.2,3.1,20.7
45247,97.9,5.8,5.6,21.5
45248,94.3,6.8,4.6,15.8
45249,102.1,3.8,3.3,17.5
45251,84.6,5.6,4.8,15.7
45252,113.0,2.9,3.6,25.0
45255,90.3,5.7,5.5,19.1
45301,200.0,0.0,0.0,0.0
45302,114.5,7.4,3.3,10.9
45303,113.4,5.0,4.4,12.3
45304,99.4,7.4,7.1,15.7
45305,99.3,5.5,3.7,16.8
45306,103.9,4.9,6.2,15.5
45307,84.1,7.0,7.2,17.5
45308,105.2,7.0,5.1,16.4
45309,88.5,5.8,4.5,25.0
45310,118.0,6.4,4.1,13.9
45311,99.6,9.8,4.3,17.4
45312,109.8,7.3,8.1,20.0
45314,87.5,24.0,26.5,9.6
45315,106.7,7.0,1.1,24.1
45316,97.7,3.5,0.0,9.4
45317,94.7,7.9,6.1,16.2
45318,102.9,5.8,5.3,18.5
45319,112.4,7.8,9.7,9.7
45320,96.0,5.3,4.5,20.3
45321,99.7,7.5,4.3,22.3
45322,93.1,4.7,4.6,20.7
45323,99.4,6.0,6.0,25.0
45324,92.4,7.2,13.5,14.3
45325,82.9,7.2,4.2,24.8
45326,84.7,4.6,4.4,14.5
45327,95.0,6.0,4.7,18.2
45328,102.8,8.2,6.3,12.0
45330,127.0,2.9,5.6,13.5
45331,88.4,6.0,5.2,23.8
45332,114.9,8.9,8.4,18.4
45333,149.6,7.1,5.0,11.0
45334,102.1,3.5,6.4,22.0
45335,97.2,4.9,4.4,20.6
45336,90.2,3.8,5.1,16.7
45337,107.7,6.0,4.2,15.4
45338,102.2,5.7,5.0,17.7
45339,117.4,4.9,2.7,33.4
45340,72.7,0.0,1.6,18.5
45341,91.5,8.2,4.4,20.8
45342,97.0,6.5,5.9,15.8
45344,99.9,4.6,5.4,17.8
45345,89.3,6.4,7.8,16.9
45346,102.4,6.2,2.3,16.5
45347,91.4,5.7,6.6,18.5
45348,112.7,8.3,7.5,12.8
45349,93.2,9.9,9.2,12.5
45350,102.4,14.1,7.1,1.2
45351,160.2,5.1,6.7,24.7
45352,79.3,4.5,7.4,7.9
45353,55.8,6.7,0.0,20.1
45354,97.2,4.0,8.1,16.8
45356,103.0,7.4,5.6,17.0
45358,94.2,6.9,7.9,18.2
45359,89.2,5.3,4.5,20.7
45360,110.8,6.9,2.8,12.5
45361,113.3,3.9,11.1,9.8
45362,114.4,2.8,8.8,26.7
45363,119.0,9.6,4.8,14.1
45365,97.7,7.4,6.9,15.9
45368,103.9,5.9,3.9,17.1
45369,99.3,4.8,3.7,16.7
45370,93.0,6.1,2.5,15.1
45371,96.6,4.9,5.6,20.4
45372,90.6,5.5,6.4,18.3
45373,95.1,7.1,5.1,16.6
45377,97.9,5.0,7.8,18.6
45378,109.2,4.1,5.0,12.0
45380,92.3,6.2,6.7,16.6
45381,96.5,6.2,6.9,18.7
45382,130.5,8.4,5.7,11.0
45383,87.9,7.7,3.2,22.6
45384,89.8,48.7,27.9,1.0
45385,98.8,6.3,5.2,18.0
45387,94.9,5.7,4.8,26.5
45388,125.8,7.5,5.4,6.4
45389,104.3,12.7,4.7,25.6
45390,118.5,11.1,4.6,16.6
45402,94.3,6.8,7.2,13.1
45403,101.3,4.6,5.8,11.7
45404,117.0,6.1,6.2,13.0
45405,89.9,6.1,7.4,13.7
45406,86.4,5.3,6.5,16.6
45409,110.1,28.1,36.6,7.0
45410,105.4,5.4,7.9,10.9
45414,97.3,5.9,5.3,19.4
45415,105.5,5.9,3.8,20.2
45416,74.4,8.0,4.4,22.7
45417,78.4,7.3,6.3,18.4
45418,86.2,8.6,6.1,11.9
45419,87.4,4.8,5.0,13.0
45420,97.5,5.2,4.5,14.6
45424,94.7,6.4,6.3,15.6
45426,74.0,5.9,6.0,20.3
45428,3744.4,0.0,0.0,55.5
45429,94.3,6.1,5.7,21.8
45430,94.9,5.2,4.1,21.2
45431,97.7,5.0,8.6,15.3
45432,99.6,4.7,4.2,17.5
45433,109.7,8.7,23.4,4.0
45434,95.4,5.0,2.7,18.7
45439,97.4,4.6,6.0,17.2
45440,95.7,5.6,5.5,20.4
45449,86.5,4.5,4.8,18.6
45458,92.0,5.9,3.9,20.6
45459,83.2,4.5,4.2,28.2
45502,96.5,7.3,3.5,21.9
45503,89.7,6.8,6.4,22.4
45504,93.1,9.3,9.4,19.9
45505,93.9,5.9,6.5,14.1
45506,89.0,7.3,6.3,13.8
45601,115.7,5.8,5.8,16.8
45612,96.4,6.9,6.3,19.2
45613,103.0,6.9,3.1,17.6
45614,93.7,2.9,3.0,22.0
45616,109.5,6.4,4.4,24.2
45617,-,29.1,0.0,0.0
45618,300.0,8.3,0.0,25.0
45619,96.5,6.3,6.0,19.5
45620,123.0,5.5,4.1,26.9
45621,65.6,10.2,5.7,8.3
45622,52.7,21.4,0.0,28.6
45623,79.2,11.2,5.6,14.2
45624,-,-,-,-
45628,94.0,3.9,6.6,13.6
45629,116.5,9.3,6.4,18.1
45630,420.0,10.3,0.0,20.5
45631,95.5,4.9,5.5,20.7
45634,99.6,3.8,4.7,19.1
45636,157.1,15.1,19.0,12.7
45638,102.3,6.0,5.6,17.5
45640,98.2,5.8,5.5,15.4
45642,-,-,-,-
45644,118.3,7.1,1.9,16.8
45645,93.2,10.8,5.0,19.3
45646,96.2,5.6,23.6,13.5
45647,106.7,9.5,7.9,13.4
45648,117.7,6.4,6.7,18.4
45650,121.5,9.5,0.0,4.2
45651,108.6,6.9,5.5,14.0
45652,81.2,9.6,1.7,14.9
45653,98.3,5.8,5.2,15.5
45654,108.6,1.8,4.9,21.1
45656,90.7,3.8,6.3,20.1
45657,101.1,7.3,4.6,17.2
45658,117.0,8.5,5.3,14.4
45659,90.3,5.1,4.4,16.8
45660,96.7,6.0,5.9,18.3
45661,100.1,7.6,4.4,15.5
45662,89.0,6.4,7.4,17.9
45663,98.0,6.0,4.0,18.4
45669,83.7,4.0,3.8,21.3
45671,85.4,0.9,11.0,21.1
45672,92.7,7.7,6.7,10.1
45673,64.9,7.6,2.7,6.7
45674,106.9,31.6,36.4,5.3
45678,78.4,13.6,0.7,11.2
45679,88.4,7.6,1.8,14.2
45680,97.6,5.4,7.4,16.3
45681,94.5,6.2,13.8,17.5
45682,115.9,7.7,5.1,25.7
45684,104.2,6.4,2.0,14.1
45685,112.1,3.4,8.6,5.1
45686,100.6,7.5,5.8,16.0
45688,110.9,1.4,2.9,18.2
45690,94.1,6.3,6.2,16.3
45692,87.7,8.1,4.8,17.8
45693,103.3,6.1,6.8,18.2
45694,89.2,6.2,4.9,18.4
45695,85.8,3.3,2.4,19.7
45696,81.8,6.4,2.0,30.6
45697,94.8,9.3,5.5,17.2
45698,79.7,7.3,2.7,16.1
45701,101.2,20.4,27.8,8.8
45710,97.5,6.7,7.2,18.0
45711,89.0,1.9,6.2,22.5
45714,95.2,4.9,5.7,23.4
45715,111.1,8.4,4.3,18.0
45716,111.4,6.4,10.1,29.6
45719,101.1,6.9,5.9,16.6
45721,180.0,0.0,0.0,42.9
45723,99.5,3.6,2.2,21.0
45724,133.3,5.9,4.7,15.0
45727,119.2,1.5,0.9,71.1
45729,111.4,7.0,3.2,17.7
45732,91.2,6.6,4.2,14.9
45734,73.9,8.1,8.9,17.2
45735,95.1,4.9,4.0,21.8
45740,66.8,4.8,0.8,30.5
45741,83.6,25.6,1.7,13.7
45742,86.3,3.6,4.6,20.6
45743,95.0,4.1,6.0,18.2
45744,96.6,7.2,5.4,21.7
45745,89.4,7.1,4.2,20.5
45746,120.5,5.9,4.8,34.9
45750,96.8,6.4,8.1,20.6
45760,106.1,5.9,2.2,20.6
45761,104.6,4.3,3.7,18.6
45764,113.9,10.9,7.9,13.1
45766,102.4,11.8,1.4,11.6
45767,87.3,7.3,2.9,20.2
45768,94.6,1.4,4.4,17.5
45769,99.1,7.0,5.1,19.0
45770,180.7,14.4,6.6,15.8
45771,95.6,5.2,3.6,21.8
45772,84.9,4.5,5.5,18.9
45773,89.4,0.0,0.0,0.0
45775,98.0,5.2,3.8,31.0
45776,88.8,0.6,0.0,11.5
45778,108.5,4.4,3.9,13.8
45779,115.6,2.8,3.3,15.0
45780,80.5,3.2,3.4,24.0
45782,123.6,10.8,4.4,10.8
45784,97.1,8.2,6.0,21.0
45786,107.2,5.8,7.3,18.4
45787,44.7,20.0,0.0,36.4
45788,109.3,5.0,0.0,13.7
45789,137.4,8.1,0.0,0.0
45801,114.5,6.4,7.4,12.4
45804,93.9,7.4,6.3,14.8
45805,108.3,8.8,7.9,18.1
45806,102.5,5.7,6.7,20.0
45807,89.7,6.7,6.5,21.2
45808,115.6,5.5,8.1,14.8
45809,87.2,11.0,0.0,15.8
45810,107.7,17.4,20.7,11.6
45812,81.3,4.2,7.2,18.3
45813,101.7,5.5,6.6,17.9
45814,101.8,7.2,2.3,13.5
45816,89.9,2.7,7.4,9.8
45817,97.6,7.1,6.1,20.8
45819,93.4,4.7,1.9,15.0
45820,86.1,7.3,3.7,21.7
45821,116.7,4.3,3.2,26.5
45822,101.4,6.0,5.9,18.6
45826,111.6,4.1,7.5,13.0
45827,98.2,6.4,3.7,14.9
45828,95.7,5.7,5.8,16.4
45830,97.6,6.0,6.6,18.1
45831,89.6,6.8,5.8,17.1
45832,105.7,8.4,5.5,15.0
45833,89.7,7.0,6.4,18.3
45835,83.3,2.2,5.8,14.5
45836,113.4,6.4,6.6,18.6
45838,113.0,0.0,2.0,4.1
45840,96.7,7.1,7.3,16.2
45841,110.9,3.8,2.0,23.6
45843,108.7,6.7,4.5,18.1
45844,113.7,4.9,3.7,15.1
45845,104.1,8.6,5.0,18.7
45846,104.8,7.8,5.2,12.5
45849,77.0,6.5,3.2,19.5
45850,107.6,6.1,5.1,18.2
45851,97.9,4.9,14.3,10.8
45853,91.0,4.2,7.6,20.5
45854,94.1,5.2,4.8,14.4
45855,110.0,10.9,6.1,10.2
45856,105.8,7.7,5.7,16.8
45858,105.0,7.8,4.0,16.0
45859,102.9,6.6,11.0,13.0
45860,127.1,12.3,10.7,11.6
